Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
ExtraTrees,0.7217156862745098,0.10471683494934252,0.6127450980392157,0.8888888888888888,0.7869331267093982,0.04261544504981,0.7409308948211478,0.8482530927964365,0.6865211108258938,0.054175541186375076,0.6129032258064516,0.75,0.6993930905695611,0.09274950937705921,0.5966386554621849,0.8333333333333333,0.7234173669467787,0.1864868527071297,0.5,1.0,0.7352941176470588,0.18367641171759994,0.5,1.0,0.6939499484004127,0.040717365124510824,0.6666666666666666,0.7647058823529411,0.6634920634920635,0.21218844337080656,0.42857142857142855,1.0,14.8,3.63318042491699,10.0,18.0
KNN,0.7044631185807656,0.11130712747027006,0.5931372549019608,0.8888888888888888,0.7185914374666625,0.06822206892564009,0.6388888888888888,0.8074544817927171,0.6161323597919816,0.1253532942253139,0.4166666666666667,0.7222222222222222,0.6564869281045751,0.057841798662551264,0.5980392156862745,0.7375,0.658968678380443,0.21162538326622357,0.3,0.8571428571428571,0.7435294117647059,0.19552077562863274,0.5294117647058824,1.0,0.6526447183647995,0.11916745171071441,0.46153846153846156,0.7692307692307693,0.5694444444444444,0.23895347964007296,0.2222222222222222,0.875,14.8,3.63318042491699,10.0,18.0
RandomForest,0.6956146903205725,0.14110003575777139,0.5637254901960784,0.9259259259259258,0.7531871624758285,0.08614628935433172,0.6473793398362653,0.8594393535152722,0.6102169552113935,0.08832545881315342,0.5172413793103449,0.75,0.6201587301587301,0.12153450798665758,0.5269607843137255,0.8333333333333333,0.6193258574332743,0.07762147582726431,0.5,0.7058823529411765,0.6799999999999999,0.24795356189845608,0.4,1.0,0.6211764705882353,0.09728533679385705,0.5,0.7058823529411765,0.5603174603174603,0.16009827071588933,0.35714285714285715,0.75,14.8,3.63318042491699,10.0,18.0
XGBoost,0.6861469032057268,0.1296370377967971,0.49019607843137253,0.8148148148148149,0.7355168333377771,0.1086559955574096,0.5983899298808021,0.8983102451182037,0.6248709392202161,0.10877769036748033,0.5,0.7307692307692307,0.6539565826330531,0.08652370995334682,0.5024509803921569,0.7156862745098038,0.6534803921568628,0.204052353658194,0.3333333333333333,0.8333333333333334,0.7352941176470588,0.19730011566174616,0.5,1.0,0.6515741677506384,0.11972369662304005,0.5,0.7878787878787878,0.5726190476190476,0.21322488740226772,0.3333333333333333,0.875,14.8,3.63318042491699,10.0,18.0
LogisticRegression,0.6260994397759104,0.10991582909559715,0.5,0.7777777777777778,0.6892271842991928,0.10630220237967697,0.5317460317460317,0.8042305531552758,0.6006973560366219,0.09542956567714299,0.4482758620689655,0.6923076923076923,0.5973506069094305,0.09975824476526103,0.43137254901960786,0.6875,0.6159663865546219,0.19796114927712416,0.3333333333333333,0.8333333333333334,0.6450980392156862,0.1260099530436049,0.5,0.7647058823529411,0.6095545235638115,0.1260636998183074,0.4444444444444444,0.7647058823529411,0.5496031746031746,0.20455762235047123,0.3333333333333333,0.875,14.8,3.63318042491699,10.0,18.0
SVM_Linear,0.6213445378151261,0.1157572011091278,0.48529411764705876,0.7777777777777779,0.6570187850448059,0.10984157862387389,0.5,0.801122607659787,0.5488462964547502,0.0986591658258642,0.41379310344827586,0.6666666666666666,0.5885947712418301,0.08576239993991175,0.5,0.675,0.47301075268817205,0.313616579601654,0.0,0.75,0.6494117647058824,0.40926975224637135,0.0,1.0,0.5125,0.29814239699997197,0.0,0.7083333333333334,0.5277777777777778,0.3838965266968126,0.0,1.0,14.8,3.63318042491699,10.0,18.0
NaiveBayes,0.6056380329909741,0.05272256904994209,0.5249999999999999,0.6535947712418302,0.6495768757879579,0.16796101718351622,0.38888888888888884,0.8156212107769201,0.5984631546922983,0.05740188381649605,0.5483870967741935,0.6896551724137931,0.5677521008403361,0.06328813125755367,0.49673202614379086,0.6495098039215687,0.5704650856389988,0.13999186347593043,0.3333333333333333,0.6818181818181818,0.7509803921568627,0.16574137614905224,0.5,0.8823529411764706,0.6371794871794872,0.13678885724941825,0.4444444444444444,0.7692307692307693,0.38452380952380955,0.21900304354364736,0.1111111111111111,0.625,14.8,3.63318042491699,10.0,18.0
SVM_RBF,0.5969102085278555,0.1939013173560732,0.4369747899159664,0.9259259259259258,0.6610187922237509,0.1110660862511886,0.5015189345190946,0.8055555555555556,0.5356573780934182,0.10200271690806026,0.4166666666666667,0.6538461538461539,0.5770751633986928,0.07058501074394812,0.5,0.6568627450980392,0.5801536098310291,0.18001995453873518,0.3,0.7857142857142857,0.6847058823529412,0.34121703612795273,0.17647058823529413,1.0,0.5567710868644655,0.18821385332887486,0.2727272727272727,0.7096774193548387,0.46944444444444444,0.34532816741452843,0.0,0.8333333333333334,14.8,3.63318042491699,10.0,18.0
GradientBoosting,0.595655929038282,0.16921768092890904,0.31862745098039214,0.7777777777777778,0.6971570213389866,0.12683957221681982,0.48945204474914533,0.8042580323910247,0.544186798246865,0.08635999339375462,0.41379310344827586,0.6153846153846154,0.5672525676937441,0.10770709377999091,0.3897058823529412,0.6666666666666666,0.587843137254902,0.18137201907712724,0.3333333333333333,0.8,0.668235294117647,0.22590073454619866,0.4,1.0,0.5804300098417745,0.09145247990854183,0.5,0.7058823529411765,0.4662698412698413,0.24155880252403464,0.25,0.875,14.8,3.63318042491699,10.0,18.0
LightGBM,0.5695969498910676,0.16101593465428057,0.31862745098039214,0.7124183006535948,0.6835257760791851,0.12512243467672296,0.5008729176831465,0.8487499789512174,0.546064002738085,0.1671738671390285,0.3103448275862069,0.75,0.5350630252100841,0.1580853220434152,0.30147058823529416,0.7222222222222222,0.5553968253968253,0.1278127724927962,0.4,0.75,0.5427450980392157,0.15846243143435013,0.35294117647058826,0.7058823529411765,0.5431436210847975,0.13137747704249747,0.375,0.7272727272727273,0.5273809523809524,0.1998282835524876,0.25,0.7777777777777778,14.8,3.63318042491699,10.0,18.0
