Metric,Value
ROC-AUC,0.7987301587301587
PR-AUC,0.8316093387127443
Balanced Acc.,0.7130158730158731
Sensitivity,0.746031746031746
Specificity,0.68
PPV,0.746031746031746
NPV,0.68
Kappa,0.426031746031746
