Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_GLCM_ClusterTendency,ADC_GLCM_ClusterTendency,0.07468290838141049,3
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.07141248917039644,4
Pre_GLSZM_NormalisedGreyLevelNonUniformity,Pre_GLSZM_NormalisedGreyLevelNonUniformity,0.06897697701898307,3
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.06896792879843833,4
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.051296394348342184,2
Pre_GLSZM_GreyLevelNonUniformity,Pre_GLSZM_GreyLevelNonUniformity,0.05007421501454619,2
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.048694807018184585,3
Pre_GLSZM_LargeZoneLowGreyLevelEmphasis,Pre_GLSZM_LargeZoneLowGreyLevelEmphasis,0.044174140484051355,3
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.03757092114954536,2
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.03697723117714156,2
Pre_GLSZM_GreyLevelVariance,Pre_GLSZM_GreyLevelVariance,0.035438018269384836,3
Pre_GLSZM_SmallZoneLowGreyLevelEmphasis,Pre_GLSZM_SmallZoneLowGreyLevelEmphasis,0.03187479473870456,2
Pre_GLSZM_LargeZoneHighGreyLevelEmphasis,Pre_GLSZM_LargeZoneHighGreyLevelEmphasis,0.02222941667639914,2
Pre_GLSZM_NormalisedZoneSizeNonUniformity,Pre_GLSZM_NormalisedZoneSizeNonUniformity,0.019125222400388928,2
Pre_GLSZM_ZonePercentage,Pre_GLSZM_ZonePercentage,0.01400080512345527,2
T2_Morph_SurfaceToVolumeRatio_cm,T2_Morph_SurfaceToVolumeRatio_cm,0.013652941009978365,2
Pre_GLSZM_ZoneSizeVariance,Pre_GLSZM_ZoneSizeVariance,0.01250967277338014,3
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.01201866915510873,3
T2_Morph_Compactness2,T2_Morph_Compactness2,0.0051641350184222215,2
Pre_Morph_Sphericity,Pre_Morph_Sphericity,0.0015201967630072211,2
