Metric,Value
ROC-AUC,0.7728125
PR-AUC,0.8214586634083028
Balanced Acc.,0.745
Sensitivity,0.75
Specificity,0.74
PPV,0.7868852459016393
NPV,0.6981132075471698
Kappa,0.4868053399565352
