Metric,Value
ROC-AUC,0.7059171597633136
PR-AUC,0.7467048700065129
Balanced Acc.,0.6711538461538462
Sensitivity,0.7846153846153846
Specificity,0.5576923076923077
PPV,0.6891891891891891
NPV,0.6744186046511628
Kappa,0.34833659491193736
