Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.6390,+0.0952,4.86e-01,1.00e+00,✗,✗
LogisticRegression,0.6909,+0.0433,2.69e-01,1.00e+00,✗,✗
NaiveBayes,0.6926,+0.0416,8.61e-01,1.00e+00,✗,✗
SVM_RBF,0.7003,+0.0339,2.58e-01,1.00e+00,✗,✗
RandomForest,0.7052,+0.0289,6.27e-01,1.00e+00,✗,✗
SVM_Linear,0.7161,+0.0181,5.46e-01,1.00e+00,✗,✗
KNN,0.7173,+0.0169,4.10e-01,1.00e+00,✗,✗
ExtraTrees,0.7241,+0.0101,1.49e-01,1.00e+00,✗,✗
GradientBoosting,0.7245,+0.0097,9.76e-01,1.00e+00,✗,✗
