Fold,n_train,n_test,n_features,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC
3,93,21,20,"['P15', 'P18', 'P20', 'P24', 'P34', 'P42', 'P45', 'P47', 'P7']",GradientBoosting,0.7685185185185185,0.6666666666666666,0.6944444444444444,0.7611518111518112,0.5714285714285714,0.8888888888888888,0.6956521739130435,0.5,0.7514285714285713
3,93,21,20,"['P15', 'P18', 'P20', 'P24', 'P34', 'P42', 'P45', 'P47', 'P7']",ExtraTrees,0.7037037037037037,0.8095238095238095,0.8055555555555556,0.6217761178545493,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8333333333333334,0.6323809523809524
3,93,21,20,"['P15', 'P18', 'P20', 'P24', 'P34', 'P42', 'P45', 'P47', 'P7']",KNN,0.7962962962962963,0.6666666666666666,0.6805555555555556,0.8219437482595378,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.5833333333333334,0.6752380952380952
3,93,21,20,"['P15', 'P18', 'P20', 'P24', 'P34', 'P42', 'P45', 'P47', 'P7']",NaiveBayes,0.7962962962962963,0.6666666666666666,0.7083333333333334,0.7043040293040292,0.5625,1.0,0.72,0.4166666666666667,0.5545614035087719
3,93,21,20,"['P15', 'P18', 'P20', 'P24', 'P34', 'P42', 'P45', 'P47', 'P7']",XGBoost,0.6851851851851851,0.5238095238095238,0.5555555555555556,0.5901764959040501,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.3333333333333333,0.7514285714285714
3,93,21,20,"['P15', 'P18', 'P20', 'P24', 'P34', 'P42', 'P45', 'P47', 'P7']",LightGBM,0.7037037037037037,0.5714285714285714,0.5972222222222222,0.6190263984381632,0.5,0.7777777777777778,0.6086956521739131,0.4166666666666667,0.7133333333333334
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",LogisticRegression,0.7067669172932332,0.5769230769230769,0.7105263157894737,0.8908364445936796,1.0,0.42105263157894735,0.5925925925925926,1.0,0.7476767676767676
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",SVM_RBF,0.6917293233082706,0.5,0.612781954887218,0.874086461580351,0.875,0.3684210526315789,0.5185185185185185,0.8571428571428571,0.7813468013468012
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",SVM_Linear,0.7218045112781954,0.5384615384615384,0.6842105263157895,0.903802651822857,1.0,0.3684210526315789,0.5384615384615384,1.0,0.7847138047138046
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",RandomForest,0.6917293233082706,0.5384615384615384,0.6390977443609023,0.8773547768489354,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.8571428571428571,0.7577777777777777
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",GradientBoosting,0.6691729323308271,0.5384615384615384,0.6390977443609023,0.8475534332052175,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.8571428571428571,0.6635016835016835
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",ExtraTrees,0.7067669172932332,0.5384615384615384,0.6390977443609023,0.8831383338248326,0.8888888888888888,0.42105263157894735,0.5714285714285714,0.8571428571428571,0.7678787878787878
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",KNN,0.6917293233082706,0.5,0.5676691729323309,0.8762877198028738,0.8,0.42105263157894735,0.5517241379310345,0.7142857142857143,0.8032323232323232
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",NaiveBayes,0.7218045112781954,0.6923076923076923,0.6541353383458646,0.9077638383288538,0.8235294117647058,0.7368421052631579,0.7777777777777778,0.5714285714285714,0.7173737373737373
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",XGBoost,0.7669172932330828,0.5,0.612781954887218,0.8942075038824264,0.875,0.3684210526315789,0.5185185185185185,0.8571428571428571,0.7039057239057238
4,88,26,20,"['P10', 'P11', 'P12', 'P17', 'P19', 'P30', 'P35', 'P50']",LightGBM,0.6766917293233083,0.5384615384615384,0.5939849624060151,0.7927417068427405,0.8181818181818182,0.47368421052631576,0.6,0.7142857142857143,0.6298316498316499
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",LogisticRegression,0.6583333333333333,0.6818181818181818,0.6583333333333333,0.713095238095238,0.8,0.4,0.5333333333333333,0.9166666666666666,0.6866666666666666
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",SVM_RBF,0.7083333333333334,0.6818181818181818,0.6666666666666667,0.7446211683053787,0.7142857142857143,0.5,0.5882352941176471,0.8333333333333334,0.705
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",SVM_Linear,0.7416666666666667,0.7727272727272727,0.7583333333333333,0.7811688311688311,0.8571428571428571,0.6,0.7058823529411765,0.9166666666666666,0.7133333333333333
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",RandomForest,0.6916666666666667,0.6818181818181818,0.6666666666666667,0.6360364145658264,0.7142857142857143,0.5,0.5882352941176471,0.8333333333333334,0.6723076923076923
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",GradientBoosting,0.725,0.45454545454545453,0.4916666666666667,0.7319930069930071,0.45,0.9,0.6,0.08333333333333333,0.6675
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",ExtraTrees,0.8083333333333333,0.6818181818181818,0.6583333333333333,0.8062329337329336,0.8,0.4,0.5333333333333333,0.9166666666666666,0.7222222222222222
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",KNN,0.7958333333333333,0.7272727272727273,0.7333333333333334,0.7366666666666666,0.6666666666666666,0.8,0.7272727272727273,0.6666666666666666,0.7175
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",NaiveBayes,0.5833333333333333,0.4090909090909091,0.4333333333333333,0.6747524259366364,0.4117647058823529,0.7,0.5185185185185185,0.16666666666666666,0.6386538461538461
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",XGBoost,0.75,0.6818181818181818,0.6916666666666667,0.7183458646616541,0.6153846153846154,0.8,0.6956521739130435,0.5833333333333334,0.7044444444444445
5,92,22,20,"['P2', 'P22', 'P25', 'P29', 'P32', 'P39', 'P43', 'P44', 'P46']",LightGBM,0.6166666666666668,0.5909090909090909,0.5833333333333333,0.6833333333333332,0.5555555555555556,0.5,0.5263157894736842,0.6666666666666666,0.6799999999999999
