Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.7526627218934913,0.7539181853679683,0.6626449133610034,0.840001461988304,0.8079831543183613,0.8091415581488143,0.7179294827139908,0.8906038141818577,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.7377049180327869,0.6428571428571429,0.7142857142857143,0.38167938931297707,0.2062007359175972,36,16,20,45,8.0,0.0
SVM_RBF,0.7371301775147929,0.7381000631530942,0.6433993679623837,0.8245909492924527,0.7979242648398637,0.8004075342674254,0.702745260267679,0.8861908376601031,0.6752136752136753,0.6673076923076924,0.7384615384615385,0.5961538461538461,0.6956521739130435,0.6458333333333334,0.7164179104477612,0.33720930232558144,0.20830419532941624,31,21,17,48,8.0,0.0
NaiveBayes,0.735207100591716,0.7362433004606274,0.6389992625394235,0.824012894874728,0.7918840704210461,0.794609765980714,0.6962750753499297,0.8813873332947157,0.6752136752136753,0.675,0.676923076923077,0.6730769230769231,0.7213114754098361,0.625,0.6984126984126984,0.34732824427480913,0.2515241089621873,35,17,21,44,8.0,0.0
SVM_Linear,0.7124260355029586,0.7135296146227545,0.6179283794929098,0.8013673763417364,0.788741962418529,0.7902798816183784,0.6940003646340553,0.8730448507821356,0.6410256410256411,0.625,0.7692307692307693,0.4807692307692308,0.6493506493506493,0.625,0.704225352112676,0.2559055118110236,0.2177141538774641,25,27,15,50,8.0,0.0
RandomForest,0.7071005917159764,0.7085067376269578,0.6152430323981444,0.7995339835215457,0.7852841717317784,0.7872356524571241,0.6829180563366826,0.8719030995742845,0.6581196581196581,0.6634615384615385,0.6153846153846154,0.7115384615384616,0.7272727272727273,0.5967741935483871,0.6666666666666666,0.320754716981132,0.21806781990142157,37,15,25,40,8.0,0.0
ExtraTrees,0.6967455621301777,0.6985289433412254,0.6032513642869923,0.791819375765549,0.7659290649508088,0.7684059990524235,0.6557861303867967,0.8572126483197192,0.6752136752136753,0.6884615384615385,0.5692307692307692,0.8076923076923077,0.7872340425531915,0.6,0.6607142857142857,0.3643122676579925,0.2201411256147645,42,10,28,37,8.0,0.0
LightGBM,0.6761834319526627,0.6773234262555987,0.5756096504258268,0.7731220469205801,0.7193775894282496,0.7302347653272013,0.6085103212054968,0.8452095915915342,0.6666666666666666,0.6692307692307693,0.6461538461538462,0.6923076923076923,0.7241379310344828,0.6101694915254238,0.6829268292682927,0.33396584440227706,0.237827047610518,36,16,23,42,8.0,0.0
GradientBoosting,0.6723372781065089,0.6737433665310382,0.5763424329936002,0.7714123748459977,0.7499820339185668,0.7527249398917074,0.6418236190497303,0.8457831644369072,0.6239316239316239,0.6115384615384616,0.7230769230769231,0.5,0.6438356164383562,0.5909090909090909,0.6811594202898551,0.2265625,0.23105573143175,26,26,18,47,8.0,0.0
KNN,0.6655325443786982,0.6671299729746305,0.5662649630380127,0.7638011529809625,0.7517307791229655,0.7535030609020092,0.6480858663510253,0.8467998491411494,0.6153846153846154,0.6038461538461539,0.7076923076923077,0.5,0.6388888888888888,0.5777777777777777,0.6715328467153284,0.21052631578947367,0.23356540835707498,26,26,19,46,8.0,0.0
XGBoost,0.6423076923076922,0.6441850646889655,0.5430319411860948,0.7450396051858039,0.713018326633613,0.7174498413945632,0.6007126794768405,0.8197192937472916,0.6068376068376068,0.6,0.6615384615384615,0.5384615384615384,0.6417910447761194,0.56,0.6515151515151515,0.20077220077220082,0.2717427317870624,28,24,22,43,8.0,0.0
