fold,n_estimators,max_depth,learning_rate,subsample
1,50,3,0.06571271013022326,0.8008335850362696
2,25,1,0.016584313263890035,0.9935871354122109
3,25,1,0.016584313263890035,0.9935871354122109
4,25,1,0.046854260167712165,0.9477558265315142
5,100,1,0.06549750379683224,0.7822221241125097
