Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IH_IntensityHistogramStd_Intensity,ADC_IH_IntensityHistogramStd_Intensity,0.061245625081807344,2
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.05646664569678557,3
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.05605434847704842,5
T2_Morph_Compactness2,T2_Morph_Compactness2,0.04282012195075812,5
T2_Morph_Compactness1,T2_Morph_Compactness1,0.040865380564857806,3
T2_Morph_Sphericity,T2_Morph_Sphericity,0.03964388403396024,3
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.026876504743885612,4
T2_GLSZM_NormalisedZoneSizeNonUniformity,T2_GLSZM_NormalisedZoneSizeNonUniformity,0.022390099633073365,2
ADC_GLCM_ClusterTendency,ADC_GLCM_ClusterTendency,0.021906986492300568,3
T2_IB_StandardDeviation,T2_IB_StandardDeviation,0.015000305873757065,2
T2_IB_IntensityBasedQuartileCoefficientOfDispersion,T2_IB_IntensityBasedQuartileCoefficientOfDispersion,0.012944690960746425,4
T2_IB_TotalLesionGlycolysis,T2_IB_TotalLesionGlycolysis,0.009512095780751942,2
T2_IB_IntensityBasedCoefficientOfVariation,T2_IB_IntensityBasedCoefficientOfVariation,0.005715503679629087,4
