Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_RBF,GradientBoosting,0.6147928994082841,0.5483727810650887,0.06642011834319539,1.6572761396517657,0.0974636590086855,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.6059171597633137,0.5483727810650887,0.05754437869822504,1.4735565563830693,0.14060102566724347,✗,✗,1.0,✗
SVM_RBF,KNN,0.6147928994082841,0.5556213017751479,0.059171597633136175,1.3672172511776484,0.17155721963097947,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.6147928994082841,0.5902366863905326,0.02455621301775146,1.3515017938709408,0.1765347456600188,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.6147928994082841,0.5662721893491125,0.04852071005917158,1.3284879921171102,0.18401694785104372,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.6025147928994083,0.5483727810650887,0.05414201183431966,1.2782053925398535,0.20117701525682508,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.6059171597633137,0.5662721893491125,0.03964497041420123,1.1963055976424894,0.2315773251559018,✗,✗,1.0,✗
SVM_Linear,KNN,0.6059171597633137,0.5556213017751479,0.050295857988165826,1.1466837548010678,0.25151234690005697,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6147928994082841,0.5727810650887575,0.0420118343195266,1.1082634471130317,0.2677480567685149,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.5902366863905326,0.5483727810650887,0.04186390532544393,1.1037379501253919,0.2697068282230838,✗,✗,1.0,✗
XGBoost,GradientBoosting,0.577810650887574,0.5483727810650887,0.029437869822485307,1.0561482289739372,0.29090049899188264,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.6147928994082841,0.6059171597633137,0.008875739644970349,0.9354615970406693,0.3495504655035476,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.5727810650887575,0.5483727810650887,0.02440828402366879,0.9221250666474416,0.3564633432971761,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.6059171597633137,0.5727810650887575,0.03313609467455625,0.8916818128043267,0.37256350455272547,✗,✗,1.0,✗
LightGBM,KNN,0.6025147928994083,0.5556213017751479,0.046893491124260445,0.8640103804730452,0.38758218817896994,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.6147928994082841,0.577810650887574,0.03698224852071008,0.8609928824716623,0.3892419631435927,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.6059171597633137,0.5902366863905326,0.015680473372781112,0.8327243255469955,0.40500022210719266,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.6025147928994083,0.5662721893491125,0.03624260355029585,0.8050054689379088,0.42081652387241986,✗,✗,1.0,✗
LightGBM,RandomForest,0.6025147928994083,0.5727810650887575,0.029733727810650867,0.7975396042984243,0.4251377112788991,✗,✗,1.0,✗
LogisticRegression,KNN,0.5902366863905326,0.5556213017751479,0.034615384615384714,0.7756844874104778,0.43793530139661907,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.5881656804733728,0.5483727810650887,0.03979289940828412,0.7631223097332718,0.4453904560846833,✗,✗,1.0,✗
LightGBM,XGBoost,0.6025147928994083,0.577810650887574,0.02470414201183435,0.7209099182450065,0.4709649401561967,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.6059171597633137,0.577810650887574,0.028106508875739733,0.6703368481255846,0.502643082408804,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.6147928994082841,0.5881656804733728,0.026627218934911268,0.6507808024196019,0.5151879944270934,✗,✗,1.0,✗
NaiveBayes,KNN,0.5881656804733728,0.5556213017751479,0.03254437869822491,0.6482064664648884,0.5168514200700282,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.5902366863905326,0.5662721893491125,0.02396449704142012,0.6275020331529342,0.5303302038587341,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.5662721893491125,0.5483727810650887,0.01789940828402381,0.5242734621026278,0.6000883520572389,✗,✗,1.0,✗
RandomForest,LogisticRegression,0.5727810650887575,0.5902366863905326,-0.017455621301775137,-0.4336485349270773,0.6645436843598455,✗,✗,1.0,✗
XGBoost,KNN,0.577810650887574,0.5556213017751479,0.022189349112426093,0.41323183097068406,0.679436768985457,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.6059171597633137,0.5881656804733728,0.01775147928994092,0.4059337637753308,0.6847912688940969,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.5881656804733728,0.5662721893491125,0.02189349112426031,0.3911282050933647,0.6957024733018996,✗,✗,1.0,✗
RandomForest,KNN,0.5727810650887575,0.5556213017751479,0.017159763313609577,0.3651289974605428,0.7150151161642275,✗,✗,1.0,✗
XGBoost,ExtraTrees,0.577810650887574,0.5662721893491125,0.011538461538461497,0.35645216670478663,0.7215019680296128,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.5727810650887575,0.5881656804733728,-0.01538461538461533,-0.29609011054401524,0.7671612662070452,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.5902366863905326,0.577810650887574,0.012426035502958621,0.28398197198318503,0.7764241964064654,✗,✗,1.0,✗
LightGBM,LogisticRegression,0.6025147928994083,0.5902366863905326,0.01227810650887573,0.24863022772416069,0.8036468242302484,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.6147928994082841,0.6025147928994083,0.01227810650887573,0.24851944199533918,0.8037325292919921,✗,✗,1.0,✗
LightGBM,NaiveBayes,0.6025147928994083,0.5881656804733728,0.014349112426035537,0.2466064372100826,0.8052128222186087,✗,✗,1.0,✗
ExtraTrees,KNN,0.5662721893491125,0.5556213017751479,0.010650887573964596,0.2166593055238103,0.8284738641527262,✗,✗,1.0,✗
RandomForest,XGBoost,0.5727810650887575,0.577810650887574,-0.005029585798816516,-0.20251659048799242,0.8395128897797841,✗,✗,1.0,✗
RandomForest,ExtraTrees,0.5727810650887575,0.5662721893491125,0.0065088757396449815,0.189795967140822,0.84946901621345,✗,✗,1.0,✗
