Fold,n_train,n_test,n_features,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",LogisticRegression,0.5987654320987654,0.5185185185185185,0.5277777777777778,0.7399479891739953,0.6923076923076923,0.5,0.5806451612903226,0.5555555555555556,0.6695714285714286
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_RBF,0.6358024691358025,0.6666666666666666,0.6388888888888888,0.7543663356098858,0.7647058823529411,0.7222222222222222,0.7428571428571429,0.5555555555555556,0.7677857142857143
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",SVM_Linear,0.6481481481481481,0.7407407407407407,0.6944444444444444,0.7636720394615132,0.7894736842105263,0.8333333333333334,0.8108108108108109,0.5555555555555556,0.7767142857142858
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",RandomForest,0.6296296296296297,0.5555555555555556,0.5833333333333333,0.7826980767770242,0.75,0.5,0.6,0.6666666666666666,0.6948461538461539
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",GradientBoosting,0.6111111111111112,0.6666666666666666,0.6666666666666666,0.7776020611165539,0.8,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.6756153846153846
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",ExtraTrees,0.5493827160493827,0.5185185185185185,0.5277777777777778,0.7852040573954695,0.6923076923076923,0.5,0.5806451612903226,0.5555555555555556,0.6785
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",KNN,0.5030864197530864,0.5185185185185185,0.5277777777777778,0.6801313251542085,0.6923076923076923,0.5,0.5806451612903226,0.5555555555555556,0.7294615384615385
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",NaiveBayes,0.5432098765432098,0.6296296296296297,0.5555555555555556,0.7106900706140734,0.7,0.7777777777777778,0.7368421052631579,0.3333333333333333,0.6371538461538461
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",XGBoost,0.654320987654321,0.5555555555555556,0.5555555555555556,0.8208406761688944,0.7142857142857143,0.5555555555555556,0.625,0.5555555555555556,0.7015263157894737
1,90,27,9,"['Pre_D_P1', 'Pre_D_P10', 'Pre_D_P16', 'Pre_D_P20', 'Pre_D_P22', 'Pre_D_P25', 'Pre_D_P3', 'Pre_D_P31', 'Pre_D_P4', 'Pre_D_P49', 'Pre_D_P7']",LightGBM,0.6851851851851851,0.6296296296296297,0.6388888888888888,0.7875604212227019,0.7857142857142857,0.6111111111111112,0.6875,0.6666666666666666,0.7121538461538461
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",LogisticRegression,0.43434343434343436,0.55,0.5707070707070707,0.6551434258583146,0.6666666666666666,0.36363636363636365,0.47058823529411764,0.7777777777777778,0.7202941176470589
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",SVM_RBF,0.47474747474747475,0.45,0.4595959595959596,0.6404726539682916,0.5,0.36363636363636365,0.42105263157894735,0.5555555555555556,0.7555882352941176
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",SVM_Linear,0.4747474747474747,0.45,0.4595959595959596,0.6415216050172425,0.5,0.36363636363636365,0.42105263157894735,0.5555555555555556,0.7673529411764705
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",RandomForest,0.3636363636363636,0.35,0.36868686868686873,0.5559998481051113,0.3333333333333333,0.18181818181818182,0.23529411764705882,0.5555555555555556,0.7555882352941176
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",GradientBoosting,0.37373737373737376,0.35,0.35858585858585856,0.5819722343047702,0.375,0.2727272727272727,0.3157894736842105,0.4444444444444444,0.735
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",ExtraTrees,0.3737373737373737,0.45,0.4595959595959596,0.5233493361096795,0.5,0.36363636363636365,0.42105263157894735,0.5555555555555556,0.761470588235294
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",KNN,0.5151515151515151,0.6,0.595959595959596,0.5498900488134938,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.5555555555555556,0.6955263157894737
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",NaiveBayes,0.40404040404040403,0.4,0.3737373737373737,0.5385323826500297,0.4666666666666667,0.6363636363636364,0.5384615384615384,0.1111111111111111,0.6291176470588236
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",XGBoost,0.40404040404040403,0.45,0.4494949494949495,0.5924265878600244,0.5,0.45454545454545453,0.47619047619047616,0.4444444444444444,0.7657017543859649
2,97,20,15,"['Pre_D_P13', 'Pre_D_P14', 'Pre_D_P24', 'Pre_D_P26', 'Pre_D_P29', 'Pre_D_P30', 'Pre_D_P33', 'Pre_D_P36', 'Pre_D_P40', 'Pre_D_P48', 'Pre_D_P5']",LightGBM,0.4595959595959596,0.35,0.35858585858585856,0.6149361786851233,0.375,0.2727272727272727,0.3157894736842105,0.4444444444444444,0.7088562091503268
3,86,31,3,"['Pre_D_P15', 'Pre_D_P18', 'Pre_D_P27', 'Pre_D_P41', 'Pre_D_P43', 'Pre_D_P46', 'Pre_D_P47', 'Pre_D_P50', 'Pre_D_P6']",LogisticRegression,0.7416666666666667,0.6774193548387096,0.6770833333333333,0.7534779915754181,0.6875,0.6875,0.6875,0.6666666666666666,0.7210000000000001
