Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features
SVM_RBF,0.6518322109988777,0.10423635396787097,0.6147928994082841,0.719877091762913,0.04441556608743795,0.6838588087421287,0.5935566583953682,0.12368390154958,0.6239316239316239,0.6185858585858586,0.09895676238825248,0.6153846153846154,0.6158940131076355,0.15717486076088813,0.6521739130434783,0.7171717171717171,0.21836207714488118,0.6923076923076923,0.632781954887218,0.1385250374393575,0.6716417910447762,0.52,0.15434449203720302,0.5384615384615384,7.8
LightGBM,0.62881734006734,0.11695384885824252,0.6025147928994083,0.6872520949234149,0.06794437825754444,0.6523233723611452,0.4991517323775388,0.09221601666885951,0.5042735042735043,0.5156060606060606,0.09870332701122793,0.5038461538461538,0.5296918767507003,0.15250187650248062,0.559322033898305,0.5267676767676768,0.16169633822485593,0.5076923076923077,0.5097488038277512,0.11889549009753031,0.532258064516129,0.5044444444444445,0.08362172320989678,0.5,7.8
SVM_Linear,0.6278430134680134,0.09186992540407374,0.6059171597633135,0.6791290815325813,0.09940744530240468,0.6807794887552694,0.5942275526146494,0.12805559257891802,0.6239316239316239,0.613030303030303,0.0982039311361974,0.6115384615384616,0.6039553429027114,0.15240358680845137,0.6438356164383562,0.7393939393939395,0.2233422760431529,0.7230769230769231,0.6376271687646899,0.14661054827872988,0.6811594202898551,0.4866666666666667,0.1359738536958076,0.5,7.8
RandomForest,0.6150420875420876,0.1581522905402899,0.5727810650887575,0.7215268011271555,0.10219367416009237,0.6505739265113095,0.5344609870416323,0.09714798960293039,0.5470085470085471,0.5687373737373738,0.10358931212815817,0.5480769230769231,0.5645238095238094,0.16793125685672236,0.603448275862069,0.5863636363636363,0.2627532230027771,0.5384615384615384,0.5396778711484593,0.15537204089023526,0.5691056910569106,0.5511111111111112,0.11452532201533445,0.5576923076923077,7.8
NaiveBayes,0.6127833894500562,0.12961685892365313,0.5881656804733728,0.6655625592512441,0.08925018589372713,0.6368135634230334,0.5245363477621543,0.08814388709406208,0.5384615384615384,0.5155808080808081,0.07945664434635141,0.5,0.5365591397849462,0.11989869551270746,0.5555555555555556,0.8578282828282828,0.13869039994915777,0.8461538461538461,0.6452660292301949,0.09162399003507271,0.6707317073170732,0.1733333333333333,0.11190825166234819,0.15384615384615385,7.8
LogisticRegression,0.6000939955106622,0.11059777371910781,0.5902366863905325,0.6678139227275081,0.0909707402203994,0.6549131646145527,0.5261106515945225,0.08753077409710709,0.5384615384615384,0.5396969696969697,0.09496107447390346,0.5365384615384616,0.581843891402715,0.13788908091628055,0.5901639344262295,0.5727272727272728,0.13690234499860002,0.5538461538461539,0.5491452807154895,0.08245490464847166,0.5714285714285714,0.5066666666666667,0.21240538925064034,0.5192307692307693,7.8
XGBoost,0.5929222783389451,0.0962605806662877,0.577810650887574,0.6405930978448281,0.13283823730005792,0.5968935930464503,0.5633939895230218,0.06102997818992701,0.5641025641025641,0.5703156565656566,0.06857781561266496,0.5634615384615385,0.5914285714285714,0.11414276774536103,0.6166666666666667,0.589520202020202,0.09707157421910582,0.5692307692307692,0.5787913699204021,0.06557290457828943,0.592,0.5511111111111111,0.056916659888292,0.5576923076923077,7.8
ExtraTrees,0.5762906846240179,0.13437745724457448,0.5662721893491124,0.6585802910123235,0.08480882199627139,0.6069267062426005,0.5304282694605276,0.0644431963286324,0.5384615384615384,0.5423358585858586,0.07001935577134669,0.5384615384615384,0.5667948717948719,0.11668526197255677,0.5932203389830508,0.5602272727272728,0.12844428319040718,0.5384615384615384,0.5455008488964346,0.07740818434290961,0.5645161290322581,0.5244444444444444,0.09386094258641278,0.5384615384615384,7.8
GradientBoosting,0.565580808080808,0.13467665228557588,0.5483727810650887,0.6371907369398387,0.07435374392941317,0.595933034621536,0.4886931348221671,0.11910927186819294,0.5042735042735043,0.4996338383838383,0.12538958522073668,0.5,0.5216666666666667,0.16796163583125498,0.5555555555555556,0.5503787878787879,0.1631850538493533,0.5384615384615384,0.5170491647571444,0.135732068762922,0.546875,0.4488888888888889,0.17063425618179967,0.46153846153846156,7.8
KNN,0.5405225869809204,0.06374224575173015,0.555621301775148,0.5725981908233371,0.14552583440938285,0.6120161784595667,0.5385920411726863,0.08351540570100938,0.5555555555555556,0.5633585858585859,0.035428707958625745,0.5442307692307693,0.5837167218746167,0.12747598942877364,0.5915492957746479,0.7022727272727273,0.16861124537264918,0.6461538461538462,0.6055446166736489,0.06247423266641388,0.6176470588235294,0.42444444444444446,0.18913709183069524,0.4423076923076923,7.8
