fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015384615384615385,0.9619442817724018
0.0,0.36923076923076925,0.7979712510243478
0.09615384615384616,0.36923076923076925,0.7464789161798417
0.09615384615384616,0.38461538461538464,0.7447714396467441
0.11538461538461539,0.38461538461538464,0.728885366055674
0.11538461538461539,0.5076923076923077,0.6503841143551742
0.1346153846153846,0.5076923076923077,0.6479642687455689
0.1346153846153846,0.5230769230769231,0.6477988909618402
0.15384615384615385,0.5230769230769231,0.6436181424027708
0.15384615384615385,0.5538461538461539,0.6297190948939794
0.19230769230769232,0.5538461538461539,0.6156383975945346
0.19230769230769232,0.5846153846153846,0.6063715699511937
0.21153846153846154,0.5846153846153846,0.6060581880883096
0.21153846153846154,0.6153846153846154,0.5698070866130726
0.25,0.6153846153846154,0.5584172525518158
0.25,0.6307692307692307,0.5582047099708282
0.28846153846153844,0.6307692307692307,0.5442676943233817
0.28846153846153844,0.6615384615384615,0.5370753276435785
0.34615384615384615,0.6615384615384615,0.5059268361236389
0.34615384615384615,0.6923076923076923,0.5
0.38461538461538464,0.6923076923076923,0.4913734125585889
0.38461538461538464,0.7076923076923077,0.48497965841744556
0.4230769230769231,0.7076923076923077,0.47910073292837013
0.4230769230769231,0.7230769230769231,0.4702203386831752
0.5,0.7230769230769231,0.44931407944513
0.5,0.7384615384615385,0.4477519061709414
0.5192307692307693,0.7384615384615385,0.44328810603386926
0.5192307692307693,0.7692307692307693,0.4310708654067249
0.5384615384615384,0.7692307692307693,0.43105368592599275
0.5384615384615384,0.7846153846153846,0.4251514646191675
0.5576923076923077,0.7846153846153846,0.419032902461386
0.5576923076923077,0.8307692307692308,0.39953495535013683
0.6153846153846154,0.8307692307692308,0.37657207949540705
0.6153846153846154,0.8615384615384616,0.3750330906610495
0.6346153846153846,0.8615384615384616,0.3741677543464618
0.6346153846153846,0.8769230769230769,0.37239174443641737
0.7307692307692307,0.8769230769230769,0.34837425404111316
0.7307692307692307,0.8923076923076924,0.33774931549459647
0.75,0.8923076923076924,0.33453961697531903
0.75,0.9076923076923077,0.32896344185931925
0.9423076923076923,0.9076923076923077,0.23856415990114602
0.9423076923076923,0.9230769230769231,0.21380908422800995
0.9615384615384616,0.9230769230769231,0.20932884672435567
0.9615384615384616,0.9846153846153847,0.1156921165005419
1.0,0.9846153846153847,0.11282638324679256
1.0,1.0,0.11092956299460441
