k,mean_score,std_score,fold_scores,metric,tuning_model
4,0.40717647058823525,0.0892486012685876,"[0.44799999999999995, 0.2833333333333333, 0.4901960784313726]",auc,LogisticRegression
12,0.39244444444444443,0.11480783730291604,"[0.44399999999999995, 0.2333333333333333, 0.5]",auc,LogisticRegression
8,0.38239651416122006,0.1063059566640964,"[0.44, 0.2333333333333333, 0.4738562091503268]",auc,LogisticRegression
10,0.38228758169934646,0.11889106272738005,"[0.44000000000000006, 0.21666666666666665, 0.4901960784313726]",auc,LogisticRegression
6,0.38057516339869285,0.10629001808238242,"[0.428, 0.2333333333333333, 0.4803921568627451]",auc,LogisticRegression
14,0.38057516339869285,0.1062900180823824,"[0.428, 0.2333333333333333, 0.48039215686274506]",auc,LogisticRegression
18,0.37657516339869285,0.1046430563923987,"[0.41600000000000004, 0.2333333333333333, 0.48039215686274517]",auc,LogisticRegression
16,0.3737952069716776,0.10065849821592289,"[0.424, 0.2333333333333333, 0.46405228758169936]",auc,LogisticRegression
20,0.36524183006535954,0.13013704596549058,"[0.43200000000000005, 0.18333333333333332, 0.48039215686274517]",auc,LogisticRegression
