Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
LightGBM,0.5510,+0.1603,2.02e-01,1.00e+00,✗,✗
XGBoost,0.5744,+0.1369,1.38e-01,1.00e+00,✗,✗
SVM_RBF,0.5882,+0.1231,2.63e-01,1.00e+00,✗,✗
NaiveBayes,0.5963,+0.1150,2.85e-01,1.00e+00,✗,✗
RandomForest,0.6232,+0.0881,2.55e-01,1.00e+00,✗,✗
GradientBoosting,0.6234,+0.0879,1.43e-01,1.00e+00,✗,✗
SVM_Linear,0.6457,+0.0656,1.31e-01,1.00e+00,✗,✗
ExtraTrees,0.6494,+0.0619,4.93e-01,1.00e+00,✗,✗
KNN,0.6543,+0.0570,6.55e-01,1.00e+00,✗,✗
