Model,FS_METHOD,N_Outer_Folds,Mean_Selected_Features,Std_Selected_Features,Min_Selected_Features,Max_Selected_Features,Selected_Features_Per_Fold
LogisticRegression,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
SVM_RBF,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
SVM_Linear,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
RandomForest,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
GradientBoosting,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
ExtraTrees,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
KNN,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
NaiveBayes,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
XGBoost,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
LightGBM,corr_mrmr,5,11.6,5.176871642217914,4,18,"[np.int64(12), np.int64(10), np.int64(4), np.int64(14), np.int64(18)]"
