Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
LogisticRegression,0.8109523809523809,0.031030629623079488,0.7857142857142857,0.8611111111111112,0.820531399914619,0.1200886864037893,0.6267874231032126,0.9183209316115108,0.7587535014005603,0.0685675794973428,0.6785714285714286,0.8333333333333334,0.7553968253968254,0.07181805189139727,0.6785714285714286,0.8428571428571429,0.7851515151515152,0.08814223833182981,0.6666666666666666,0.9090909090909091,0.8069841269841269,0.14299199983964342,0.5555555555555556,0.9,0.7836538402781597,0.06560504287716355,0.6896551724137931,0.8421052631578947,0.7038095238095238,0.16076806860221393,0.5,0.9,9.2,5.019960159204453,4.0,14.0
SVM_RBF,0.795436507936508,0.05314238837004762,0.738095238095238,0.8611111111111112,0.8215311693564677,0.10316931820372409,0.6407571513453867,0.8938259821165614,0.7082773109243696,0.06957515337432847,0.6428571428571429,0.8235294117647058,0.7141269841269842,0.06442799754942546,0.6428571428571428,0.8194444444444444,0.7390546218487395,0.1336316200444902,0.5625,0.9,0.7982539682539682,0.17442848403957326,0.5,0.9166666666666666,0.7443210147384376,0.078230342309092,0.6428571428571429,0.8421052631578947,0.63,0.1857417562100671,0.5,0.9,9.2,5.019960159204453,4.0,14.0
SVM_Linear,0.7881746031746031,0.04858996948748436,0.7261904761904762,0.8611111111111112,0.802178439809808,0.11954124942394517,0.6241558441558441,0.8889558522464316,0.7242296918767508,0.0719768223211826,0.625,0.8235294117647058,0.7088888888888889,0.08162583627685659,0.625,0.8194444444444444,0.7201592215833702,0.12399848517224347,0.5789473684210527,0.8571428571428571,0.8601587301587301,0.10923068665687947,0.6666666666666666,0.9285714285714286,0.7720984719864177,0.0641034019347728,0.7096774193548387,0.8421052631578947,0.5576190476190477,0.22167421090941755,0.3333333333333333,0.8,9.2,5.019960159204453,4.0,14.0
RandomForest,0.7812698412698413,0.046374612519340476,0.7000000000000001,0.8095238095238096,0.8106628123903103,0.11264411320507035,0.6242957042957042,0.9234878060535955,0.7011344537815125,0.07914557027902716,0.6071428571428571,0.8235294117647058,0.7128174603174602,0.06975520039294138,0.6428571428571428,0.8263888888888888,0.7594932844932845,0.13863356894227682,0.5555555555555556,0.8888888888888888,0.7515873015873016,0.19868235643960197,0.4444444444444444,1.0,0.7272244008714596,0.08809234803748371,0.5925925925925926,0.8235294117647058,0.674047619047619,0.2133318718062181,0.42857142857142855,0.9,9.2,5.019960159204453,4.0,14.0
LightGBM,0.7666269841269842,0.061470546751381916,0.6964285714285715,0.8333333333333333,0.7838969292348184,0.09406083482258921,0.6571189839572192,0.8711298622012907,0.6739915966386554,0.12290426302379537,0.5714285714285714,0.8235294117647058,0.679484126984127,0.12032626815773835,0.5714285714285714,0.8263888888888888,0.7486363636363637,0.14600039624082992,0.5,0.875,0.6430158730158729,0.13312341752401366,0.4444444444444444,0.7777777777777778,0.6830657833215378,0.12361629651760572,0.5454545454545454,0.8235294117647058,0.715952380952381,0.16856823376041696,0.5,0.875,9.2,5.019960159204453,4.0,14.0
GradientBoosting,0.7559920634920635,0.0765642184969182,0.6357142857142858,0.8333333333333333,0.7891001345998397,0.14881496787770918,0.5400599349051362,0.9262143453872778,0.7105182072829133,0.09986832145137191,0.625,0.8823529411764706,0.7217857142857144,0.09115766916457586,0.6642857142857143,0.8819444444444444,0.7481289951878187,0.1545973707112153,0.5294117647058824,0.8888888888888888,0.7728571428571429,0.12221243003445136,0.6111111111111112,0.9,0.7453542872897712,0.08867185296115841,0.6666666666666666,0.8888888888888888,0.6707142857142856,0.17658739076152555,0.42857142857142855,0.875,9.2,5.019960159204453,4.0,14.0
ExtraTrees,0.7499603174603175,0.05925242366565667,0.6857142857142857,0.8194444444444444,0.7825660753758059,0.1382253337445054,0.5418272005772006,0.8920802771758487,0.709327731092437,0.10520413959500158,0.625,0.8823529411764706,0.7205952380952381,0.10281668688025793,0.625,0.8819444444444444,0.7575213675213675,0.17233342468282764,0.5333333333333333,0.9166666666666666,0.7361904761904763,0.10993940015171687,0.6111111111111112,0.8888888888888888,0.7342905982905983,0.10356615905960573,0.64,0.8888888888888888,0.705,0.17693376036120284,0.5,0.9,9.2,5.019960159204453,4.0,14.0
XGBoost,0.7167063492063492,0.04746967312363866,0.65,0.7638888888888888,0.7630632790790186,0.11671403832772179,0.6103626490468596,0.8687186405200271,0.6918907563025212,0.04552468172010773,0.625,0.75,0.6873015873015873,0.05462370415101514,0.6214285714285714,0.75,0.7242424242424242,0.13539475768899803,0.5454545454545454,0.9090909090909091,0.7326984126984126,0.14690302538141667,0.5555555555555556,0.8888888888888888,0.7155867121384363,0.08859308304903579,0.5714285714285714,0.7857142857142857,0.641904761904762,0.16393682760963754,0.5,0.9,9.2,5.019960159204453,4.0,14.0
NaiveBayes,0.6861904761904761,0.10617078138477581,0.5555555555555556,0.8333333333333333,0.7569992059166273,0.06884998858437094,0.6556654456654456,0.8491312992501625,0.5812745098039216,0.11802757091932584,0.4583333333333333,0.7647058823529411,0.5694047619047619,0.12499688204728125,0.43333333333333335,0.7708333333333333,0.6303331451157538,0.16190673859301308,0.43478260869565216,0.8571428571428571,0.8095238095238095,0.1749635530559413,0.6666666666666666,1.0,0.6815615241311835,0.06030100936938565,0.6060606060606061,0.75,0.3292857142857143,0.31916708850614206,0.07142857142857142,0.875,9.2,5.019960159204453,4.0,14.0
KNN,0.6813095238095238,0.13036442080623117,0.5,0.8680555555555556,0.7119528450279226,0.16310276379626423,0.5194508786420552,0.8718253968253968,0.6766106442577031,0.12186121511200328,0.5,0.8235294117647058,0.658968253968254,0.11663345818267278,0.5,0.8194444444444444,0.6787301587301589,0.1367135771121239,0.5,0.8,0.7369841269841271,0.18993773097457547,0.4166666666666667,0.8888888888888888,0.702625162697758,0.1567566272661049,0.45454545454545453,0.8421052631578947,0.5809523809523809,0.10220083824445121,0.5,0.75,9.2,5.019960159204453,4.0,14.0
