Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,NaiveBayes,0.7841269841269841,0.5498412698412699,0.2342857142857142,3.8730835342528027,0.00010746697257439276,✓,✓,0.0048360137658476745,✓
SVM_Linear,NaiveBayes,0.7653968253968254,0.5498412698412699,0.2155555555555555,3.618509064673559,0.0002963051230285947,✓,✓,0.013333730536286762,✓
SVM_RBF,NaiveBayes,0.7511111111111112,0.5498412698412699,0.20126984126984127,3.587802744159715,0.0003334764207616708,✓,✓,0.015006438934275187,✓
RandomForest,NaiveBayes,0.7441269841269841,0.5498412698412699,0.19428571428571417,3.511893105814851,0.00044492691549047315,✓,✓,0.02002171119707129,✓
LightGBM,NaiveBayes,0.742063492063492,0.5498412698412699,0.19222222222222207,2.9805957803781573,0.0028768825660513025,✓,✓,0.1294597154723086,✗
ExtraTrees,NaiveBayes,0.713015873015873,0.5498412698412699,0.16317460317460308,2.8277282724399035,0.004687957944228082,✓,✓,0.2109581074902637,✗
LogisticRegression,KNN,0.7841269841269841,0.6707936507936508,0.11333333333333329,2.566308650087867,0.010278732003968314,✓,✗,0.4625429401785741,✗
LogisticRegression,GradientBoosting,0.7841269841269841,0.6911111111111111,0.093015873015873,2.412867867769122,0.01582755628554575,✓,✗,0.7122400328495587,✗
SVM_Linear,KNN,0.7653968253968254,0.6707936507936508,0.09460317460317458,2.3083551494682157,0.020979391386691058,✓,✗,0.9440726124010976,✗
XGBoost,NaiveBayes,0.7057142857142856,0.5498412698412699,0.15587301587301572,2.295614705971061,0.021697921171918887,✓,✗,0.97640645273635,✗
GradientBoosting,NaiveBayes,0.6911111111111111,0.5498412698412699,0.1412698412698412,2.138807670149255,0.03245124802475253,✓,✗,1.0,✗
LogisticRegression,ExtraTrees,0.7841269841269841,0.713015873015873,0.07111111111111112,2.020916561045757,0.04328840323706633,✓,✗,1.0,✗
SVM_RBF,KNN,0.7511111111111112,0.6707936507936508,0.08031746031746034,1.9330978712363869,0.053224142285933626,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.7841269841269841,0.7057142857142856,0.07841269841269849,1.7935164807185873,0.07289037779527967,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.7441269841269841,0.6911111111111111,0.05301587301587296,1.7862463613383428,0.07405937753766514,✗,✗,1.0,✗
NaiveBayes,KNN,0.5498412698412699,0.6707936507936508,-0.12095238095238092,-1.782575029260869,0.07465550764748949,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.7653968253968254,0.6911111111111111,0.07428571428571429,1.6296748062506925,0.10317024478669073,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.7511111111111112,0.6911111111111111,0.06000000000000005,1.5431381737522543,0.12279725433537599,✗,✗,1.0,✗
RandomForest,KNN,0.7441269841269841,0.6707936507936508,0.07333333333333325,1.5360648058442714,0.12452248690261536,✗,✗,1.0,✗
LogisticRegression,SVM_RBF,0.7841269841269841,0.7511111111111112,0.03301587301587294,1.4871798893665373,0.1369673060675933,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.7653968253968254,0.713015873015873,0.05238095238095242,1.4524286404240343,0.1463824575483752,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7511111111111112,0.713015873015873,0.03809523809523818,1.3484469699536918,0.1775146655110077,✗,✗,1.0,✗
LightGBM,KNN,0.742063492063492,0.6707936507936508,0.07126984126984115,1.3061581788223011,0.19149877155432937,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.742063492063492,0.6911111111111111,0.05095238095238086,1.2980966550334392,0.19425412360389205,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.7653968253968254,0.7057142857142856,0.05968253968253978,1.189136290619636,0.2343860397180445,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.7841269841269841,0.7441269841269841,0.040000000000000036,1.1326434469387943,0.2573640155865814,✗,✗,1.0,✗
LightGBM,XGBoost,0.742063492063492,0.7057142857142856,0.03634920634920635,1.0802097551904926,0.28004878530316557,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.7841269841269841,0.742063492063492,0.042063492063492136,1.0442779084279465,0.2963568307231378,✗,✗,1.0,✗
LogisticRegression,SVM_Linear,0.7841269841269841,0.7653968253968254,0.018730158730158708,1.0084711345077542,0.313228338395106,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.7511111111111112,0.7057142857142856,0.045396825396825546,0.985538149980345,0.3243598017409274,✗,✗,1.0,✗
RandomForest,XGBoost,0.7441269841269841,0.7057142857142856,0.038412698412698454,0.9770359377811646,0.3285513609576034,✗,✗,1.0,✗
RandomForest,ExtraTrees,0.7441269841269841,0.713015873015873,0.03111111111111109,0.9551983219324697,0.33947741427287526,✗,✗,1.0,✗
ExtraTrees,KNN,0.713015873015873,0.6707936507936508,0.04222222222222216,0.8716874927466047,0.3833788852697224,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.742063492063492,0.713015873015873,0.02904761904761899,0.73933186932891,0.45970550190752846,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7511111111111112,0.7653968253968254,-0.014285714285714235,-0.6403254417809937,0.5219610437376029,✗,✗,1.0,✗
GradientBoosting,ExtraTrees,0.6911111111111111,0.713015873015873,-0.02190476190476187,-0.5767454467678741,0.5641114268137091,✗,✗,1.0,✗
XGBoost,KNN,0.7057142857142856,0.6707936507936508,0.0349206349206348,0.5607514446060488,0.5749669915382571,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7653968253968254,0.7441269841269841,0.021269841269841328,0.5541671269081023,0.5794644735621619,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.7653968253968254,0.742063492063492,0.023333333333333428,0.5322025168400042,0.5945857399962553,✗,✗,1.0,✗
GradientBoosting,KNN,0.6911111111111111,0.6707936507936508,0.02031746031746029,0.3837847678358198,0.7011379786551502,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6911111111111111,0.7057142857142856,-0.014603174603174507,-0.3392877546479373,0.7343929665196609,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7511111111111112,0.7441269841269841,0.0069841269841270925,0.2270385783869858,0.8203937441309241,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7511111111111112,0.742063492063492,0.009047619047619193,0.2176829770421472,0.827676127985947,✗,✗,1.0,✗
