fold,C,l1_ratio
1,0.3675257878593652,0.20920212211718958
2,0.3675257878593652,0.20920212211718958
3,0.004989653216697847,0.8447761323199037
4,0.3675257878593652,0.20920212211718958
5,0.3675257878593652,0.20920212211718958
