Metric,Value
ROC-AUC,0.706031746031746
PR-AUC,0.7488397301040461
Balanced Acc.,0.665079365079365
Sensitivity,0.7301587301587301
Specificity,0.6
PPV,0.696969696969697
NPV,0.6382978723404256
Kappa,0.33221530107011654
