fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6386554621848739,0.6678853345292121,0.6129032258064516,0.5777310924369747,0.7272727272727273,0.5925925925925926,0.9411764705882353,8
2,0.4855769230769231,0.5397975876780224,0.5172413793103449,0.4903846153846154,0.631578947368421,0.5454545454545454,0.75,4
3,0.5520833333333333,0.7041766443795233,0.5357142857142857,0.5625,0.48,0.6666666666666666,0.375,4
4,0.3942307692307692,0.5160714285714285,0.5517241379310345,0.5,0.7111111111111111,0.5517241379310345,1.0,8
5,0.5697115384615385,0.7070006920761231,0.5172413793103449,0.4831730769230769,0.65,0.5416666666666666,0.8125,8
6,0.4915966386554622,0.54779965508976,0.5161290322580645,0.5462184873949579,0.34782608695652173,0.6666666666666666,0.23529411764705882,8
7,0.40625,0.5102093168269638,0.5714285714285714,0.53125,0.6842105263157895,0.5909090909090909,0.8125,8
8,0.45192307692307687,0.5697263270076404,0.5517241379310345,0.5649038461538461,0.5185185185185185,0.6363636363636364,0.4375,4
9,0.6832579185520362,0.728334155810936,0.6333333333333333,0.5950226244343891,0.7317073170731707,0.625,0.8823529411764706,8
10,0.4182692307692307,0.5741453489143706,0.3793103448275862,0.3653846153846154,0.47058823529411764,0.4444444444444444,0.5,4
11,0.78125,0.7856144802487348,0.6896551724137931,0.7115384615384616,0.64,0.8888888888888888,0.5,8
12,0.5,0.6027023623556723,0.4827586206896552,0.5168269230769231,0.2857142857142857,0.6,0.1875,4
13,0.44796380090497734,0.6123613434760925,0.43333333333333335,0.4547511312217195,0.37037037037037035,0.5,0.29411764705882354,8
14,0.4705882352941176,0.5750931673909869,0.43333333333333335,0.4638009049773756,0.32,0.5,0.23529411764705882,8
15,0.6611111111111111,0.7019261243086791,0.5925925925925926,0.5583333333333333,0.7027027027027027,0.5909090909090909,0.8666666666666667,8
16,0.59375,0.6691214550301405,0.5,0.4910714285714286,0.5714285714285714,0.5263157894736842,0.625,4
17,0.4567307692307692,0.5369970001159095,0.4482758620689655,0.4639423076923077,0.38461538461538464,0.5,0.3125,8
18,0.4639423076923077,0.6461577829458856,0.4482758620689655,0.4639423076923077,0.38461538461538464,0.5,0.3125,4
19,0.5882352941176471,0.6990896465001324,0.5862068965517241,0.5857843137254902,0.625,0.6666666666666666,0.5882352941176471,8
20,0.49776785714285715,0.529223080345792,0.5333333333333333,0.5223214285714286,0.6111111111111112,0.55,0.6875,8
21,0.8482142857142858,0.8731070685850097,0.7,0.7053571428571428,0.6896551724137931,0.7692307692307693,0.625,8
22,0.6904761904761905,0.6429467754467755,0.5862068965517241,0.5904761904761905,0.5384615384615384,0.6363636363636364,0.4666666666666667,8
23,0.5147058823529412,0.7054327340850681,0.5517241379310345,0.5931372549019608,0.48,0.75,0.35294117647058826,8
24,0.25980392156862747,0.5058185378018303,0.3103448275862069,0.3137254901960784,0.3333333333333333,0.38461538461538464,0.29411764705882354,4
25,0.45128205128205123,0.6279911816578483,0.5,0.5076923076923077,0.46153846153846156,0.5454545454545454,0.4,8
26,0.5,0.5969382284793806,0.5333333333333333,0.5158371040723982,0.6111111111111112,0.5789473684210527,0.6470588235294118,8
27,0.6153846153846154,0.7235005370978836,0.5517241379310345,0.5504807692307692,0.5806451612903226,0.6,0.5625,8
28,0.7420814479638009,0.7703032565079552,0.6,0.6289592760180995,0.5384615384615384,0.7777777777777778,0.4117647058823529,8
29,0.6742081447963801,0.7434978019841394,0.6,0.5927601809954751,0.6470588235294118,0.6470588235294118,0.6470588235294118,8
30,0.5490196078431373,0.6914896937740642,0.5172413793103449,0.5024509803921569,0.5882352941176471,0.5882352941176471,0.5882352941176471,8
31,0.735576923076923,0.8151442119173098,0.6551724137931034,0.6802884615384616,0.5833333333333334,0.875,0.4375,8
32,0.7,0.7506518793550276,0.5517241379310345,0.5452380952380952,0.6285714285714286,0.55,0.7333333333333333,8
33,0.43750000000000006,0.5478693528693529,0.4642857142857143,0.44791666666666663,0.5454545454545454,0.5294117647058824,0.5625,8
34,0.6990950226244343,0.7429929237992118,0.6333333333333333,0.6583710407239819,0.5925925925925926,0.8,0.47058823529411764,8
35,0.5066964285714286,0.5415268306572655,0.5,0.5,0.5161290322580645,0.5333333333333333,0.5,8
36,0.6274038461538461,0.7638743687400976,0.5517241379310345,0.5216346153846154,0.6666666666666666,0.5652173913043478,0.8125,8
37,0.5758928571428572,0.6427836180632233,0.6333333333333333,0.6383928571428572,0.6206896551724138,0.6923076923076923,0.5625,4
38,0.7769607843137256,0.8211237781826017,0.7241379310344828,0.678921568627451,0.8,0.6956521739130435,0.9411764705882353,8
39,0.5343137254901961,0.6737946785470006,0.4482758620689655,0.49264705882352944,0.3333333333333333,0.5714285714285714,0.23529411764705882,4
40,0.4976190476190476,0.5203819827499164,0.4827586206896552,0.48333333333333334,0.4827586206896552,0.5,0.4666666666666667,4
