fold,n_estimators,max_depth,min_samples_leaf,max_features
1,100,2,6,sqrt
2,450,4,10,sqrt
3,100,2,6,sqrt
4,100,2,6,sqrt
5,100,2,6,sqrt
6,100,2,6,sqrt
7,100,5,2,log2
8,100,5,2,log2
9,100,5,2,log2
10,350,9,4,log2
11,100,5,2,log2
12,300,4,10,sqrt
13,100,2,6,sqrt
14,350,9,4,log2
15,450,4,10,sqrt
