k,mean_score,std_score,fold_scores,metric,tuning_model
18,0.5916305916305916,0.07336164083398974,"[0.6666666666666667, 0.4920634920634921, 0.6161616161616161]",auc,LogisticRegression
16,0.5636256747367858,0.04043040058520151,"[0.5802469135802468, 0.5079365079365079, 0.6026936026936027]",auc,LogisticRegression
14,0.5527497194163861,0.01866250184996175,"[0.5740740740740741, 0.5555555555555556, 0.5286195286195285]",auc,LogisticRegression
10,0.5392015392015391,0.04624113578279777,"[0.5555555555555556, 0.47619047619047616, 0.5858585858585859]",auc,LogisticRegression
8,0.5213510769066324,0.06032732207159263,"[0.5123456790123457, 0.4523809523809524, 0.5993265993265994]",auc,LogisticRegression
6,0.5203222703222703,0.07230309516895932,"[0.537037037037037, 0.42460317460317454, 0.5993265993265994]",auc,LogisticRegression
12,0.5188124632569077,0.034921327712809494,"[0.5617283950617284, 0.47619047619047616, 0.5185185185185186]",auc,LogisticRegression
4,0.5096066484955374,0.07161830183887816,"[0.5679012345679013, 0.4087301587301587, 0.5521885521885521]",auc,LogisticRegression
