Fold,n_train,n_test,n_features,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC
1,550,184,5,,LogisticRegression,0.9169618260527352,0.8097826086956522,0.7945034763216581,0.9469698796430175,0.864406779661017,0.8429752066115702,0.8535564853556485,0.746031746031746,0.9172894165318408
1,550,184,5,,SVM_RBF,0.9013511740784468,0.75,0.7414403778040142,0.9492652776173989,0.8378378378378378,0.768595041322314,0.8017241379310345,0.7142857142857143,0.9033513344119405
1,550,184,5,,SVM_Linear,0.9157811885084612,0.8532608695652174,0.8579955398137216,0.9507821603999652,0.9272727272727272,0.8429752066115702,0.8831168831168831,0.873015873015873,0.9097358870086144
1,550,184,5,,RandomForest,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999118165784832
1,550,184,5,,GradientBoosting,0.9998688180506362,0.9945652173913043,0.9958677685950413,0.9999322585015581,1.0,0.9917355371900827,0.995850622406639,1.0,0.9988579882519276
1,550,184,5,,ExtraTrees,0.9997376361012725,0.9891304347826086,0.9879312606585333,0.9998639571560215,0.9917355371900827,0.9917355371900827,0.9917355371900827,0.9841269841269841,0.9999125453670908
1,550,184,5,,KNN,0.9804538895447986,0.9619565217391305,0.9558572740390923,0.9808589474575422,0.9672131147540983,0.9752066115702479,0.9711934156378601,0.9365079365079365,0.9889776189018612
1,550,184,5,,NaiveBayes,0.9756001574183393,0.9130434782608695,0.8958415322051686,0.987226600790859,0.92,0.9504132231404959,0.9349593495934959,0.8412698412698413,0.9828654510472692
1,550,184,5,,XGBoost,1.0,1.0,1.0,0.9999999999999998,1.0,1.0,1.0,1.0,1.0
1,550,184,5,,LightGBM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,550,184,2,,LogisticRegression,0.8589794044339498,0.717391304347826,0.686212777121868,0.9358938577746312,0.7851239669421488,0.7851239669421488,0.7851239669421488,0.5873015873015873,0.903575801303074
2,550,184,2,,SVM_RBF,0.8635707726616819,0.782608695652174,0.6939525121343303,0.9360486085257647,0.7612903225806451,0.9752066115702479,0.855072463768116,0.4126984126984127,0.9258832917923826
