Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
SVM_RBF vs ExtraTrees,SVM_RBF,ExtraTrees,0.7561840628507295,0.7263888888888889,0.02979517396184066,2.0,0.1875,0.3375
SVM_RBF vs GradientBoosting,SVM_RBF,GradientBoosting,0.7561840628507295,0.7080120650953984,0.0481719977553311,2.0,0.1875,0.3375
SVM_RBF vs KNN,SVM_RBF,KNN,0.7561840628507295,0.6973099046015713,0.05887415824915827,1.0,0.125,0.3375
SVM_RBF vs LightGBM,SVM_RBF,LightGBM,0.7561840628507295,0.7169262065095399,0.03925785634118968,2.0,0.1875,0.3375
SVM_RBF vs LogisticRegression,SVM_RBF,LogisticRegression,0.7561840628507295,0.7446198092031426,0.011564253647586975,6.0,0.8125,0.9140625
SVM_RBF vs NaiveBayes,SVM_RBF,NaiveBayes,0.7561840628507295,0.6817269921436588,0.0744570707070707,1.0,0.125,0.3375
SVM_RBF vs RandomForest,SVM_RBF,RandomForest,0.7561840628507295,0.7200476992143658,0.036136363636363675,2.0,0.375,0.5625
SVM_RBF vs SVM_Linear,SVM_RBF,SVM_Linear,0.7561840628507295,0.7560956790123456,8.838383838385421e-05,5.0,1.0,1.0
SVM_RBF vs XGBoost,SVM_RBF,XGBoost,0.7561840628507295,0.728975869809203,0.027208193041526395,4.0,0.4375,0.5625
