fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6419753086419754,0.7840119020877985,0.37037037037037035,0.5,0.19047619047619047,0.6666666666666666,0.1111111111111111,6
2,0.7373737373737373,0.8161157024793388,0.65,0.6717171717171717,0.5882352941176471,0.8333333333333334,0.45454545454545453,6
3,0.7583333333333333,0.7702524168627745,0.5806451612903226,0.5895833333333333,0.43478260869565216,0.7142857142857143,0.3125,6
4,0.3625,0.5458281710610212,0.5384615384615384,0.475,0.6666666666666666,0.6,0.75,6
5,0.7222222222222222,0.6875,0.6923076923076923,0.7083333333333333,0.6,0.5,0.75,6
6,0.7111111111111111,0.7222755022755023,0.6842105263157895,0.6722222222222223,0.75,0.6428571428571429,0.9,6
7,0.30952380952380953,0.5833405487472176,0.3225806451612903,0.5,0.0,0.0,0.0,6
8,0.5606060606060606,0.64326728568038,0.5405405405405406,0.5393939393939393,0.5853658536585366,0.631578947368421,0.5454545454545454,6
9,0.5,0.41666666666666663,0.42857142857142855,0.6,0.5,0.3333333333333333,1.0,6
10,0.7153846153846154,0.6705048168206063,0.6086956521739131,0.5846153846153846,0.47058823529411764,0.5714285714285714,0.4,6
11,0.37058823529411766,0.31558807701424474,0.6296296296296297,0.5,0.0,0.0,0.0,6
12,0.6111111111111112,0.7401273852598242,0.6071428571428571,0.6055555555555556,0.6666666666666666,0.7333333333333333,0.6111111111111112,6
13,0.7588235294117647,0.852201257239185,0.6666666666666666,0.6735294117647059,0.7096774193548387,0.7857142857142857,0.6470588235294118,6
14,0.5833333333333333,0.35714285714285715,0.375,0.5,0.375,0.25,0.75,6
15,0.9375,0.9901315789473684,0.631578947368421,0.78125,0.72,1.0,0.5625,6
