Fold,Feature_Rank_in_Fold,Feature_Name
1,1,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
1,2,IH_MaximumHistogramGradientGreyLevel_Intensity
1,3,IB_IntensityBasedEnergy
1,4,GLCM_ClusterShade
1,5,GLCM_Correlation
1,6,GLSZM_SmallZoneLowGreyLevelEmphasis
1,7,GLCM_JointMaximum
1,8,Morph_Compactness1
1,9,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
1,10,GLCM_InverseVariance
1,11,GLSZM_LowGrayLevelZoneEmphasis
1,12,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
2,1,IH_IntensityHistogramMode_Intensity
2,2,Morph_Compacity
2,3,NGTDM_Coarseness
2,4,IB_IntensityBasedEnergy
2,5,GLRLM_LowGreyLevelRunEmphasis
2,6,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
2,7,GLCM_ClusterShade
2,8,GLSZM_SmallZoneLowGreyLevelEmphasis
2,9,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
2,10,GLSZM_LargeZoneLowGreyLevelEmphasis
2,11,GLCM_InverseVariance
2,12,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
2,13,GLCM_Correlation
2,14,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
3,1,IH_IntensityHistogramMode_Intensity
3,2,GLCM_Correlation
3,3,GLSZM_LargeZoneEmphasis
3,4,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
4,1,IH_IntensityHistogramMode_Intensity
4,2,GLCM_Correlation
4,3,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
4,4,GLSZM_SmallZoneLowGreyLevelEmphasis
4,5,IH_MinimumHistogramGradient_Intensity
4,6,GLCM_InverseVariance
4,7,GLRLM_LongRunLowGreyLevelEmphasis
4,8,NGTDM_Coarseness
4,9,Morph_SphericalDisproportion
4,10,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
4,11,IB_25thIntensityPercentile
4,12,GLCM_ClusterShade
4,13,GLSZM_LargeZoneLowGreyLevelEmphasis
4,14,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
4,15,IH_MinimumHistogramGradientGreyLevel_Intensity
4,16,IB_MinimumIntensity
5,1,IH_IntensityHistogramMode_Intensity
5,2,Morph_Maximum3DDiameter_mm
5,3,IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity
5,4,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm
5,5,GLRLM_LowGreyLevelRunEmphasis
5,6,GLSZM_SmallZoneLowGreyLevelEmphasis
5,7,GLCM_Correlation
5,8,Morph_Compactness1
5,9,GLCM_ClusterShade
5,10,GLSZM_LargeZoneHighGreyLevelEmphasis
5,11,GLSZM_LargeZoneLowGreyLevelEmphasis
5,12,IB_IntensityBasedEnergy
5,13,GLCM_InverseVariance
5,14,NGTDM_Coarseness
