Model,Mean_AUC,Std_AUC,Pooled_AUC,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Brier,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
LogisticRegression,0.7869047619047619,0.059544969783818,0.746984126984127,0.746984126984127,0.7473568799436134,0.8335426836808415,0.0945364370162288,0.8121274957780245,0.6509383753501401,0.0506011690474701,0.6460176991150443,0.6615079365079364,0.0380489136332722,0.6392063492063491,0.690017825311943,0.1194567239775202,0.676923076923077,0.7296825396825397,0.1558739857080357,0.6984126984126984,0.6889096880131362,0.0734232274012592,0.6875,0.5933333333333333,0.1218377792166471,0.58,0.3066935388743899,0.0867045710362997,0.2795664647752629,0.2026374369128687,11.6,11.6,5.571355310873648,4,10.0,18,0.6266145000027971,0.8456723679180366,0.6442609931154455,0.9176795092689584,0.5263157894736842,0.7477548414556289,0.5269062629185615,0.7424892333682306,0.4714075630252101,0.8421240601503758,0.5306122448979592,0.828125,0.5102040816326531,0.8025498659068052,0.4236989735020292,0.7446912807676261,0.0510513690692664,0.4761740877077975,0.1634790548213187,0.2484615722088272,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,49,3,1.183673469387755
LogisticRegression,0.7830952380952381,0.0618719896972408,0.7390476190476191,0.7390476190476191,0.7442242932101183,0.8292115811162365,0.095797947611788,0.8016995683168302,0.6509383753501401,0.0730633703489541,0.6460176991150443,0.6626984126984127,0.0608911729713772,0.6371428571428572,0.6872727272727273,0.129453183513435,0.6716417910447762,0.7463492063492063,0.1778780896131513,0.7142857142857143,0.6925188834154351,0.0892664492588303,0.6923076923076923,0.579047619047619,0.135378867042546,0.56,0.3095223677032188,0.1295136333898649,0.2765685019206146,0.2040684848494977,11.6,11.6,5.571355310873648,4,10.0,18,0.6175460602483485,0.8409444049920437,0.6302639379408239,0.9119974605382644,0.5192045454545455,0.7500443262411345,0.5236792264752791,0.7409348882995821,0.4629629629629629,0.8395061728395061,0.5370370370370371,0.8490630653915741,0.5106382978723404,0.8101320384111741,0.409817436661699,0.7273200757575755,0.0454348965155882,0.4754083241143876,0.1645137517097177,0.2498431073848646,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,49,3,1.183673469387755
ExtraTrees,0.7813888888888888,0.0653864705163155,0.6714285714285715,0.6714285714285715,0.670530190304644,0.8284023337341992,0.1169101234519143,0.7653158187623101,0.6036974789915966,0.0451325267857679,0.6017699115044248,0.6368253968253968,0.0307076199649257,0.6057142857142856,0.7228282828282828,0.1658272094732758,0.6666666666666666,0.6188888888888889,0.2006040261526223,0.5714285714285714,0.6175832862789384,0.0658616782785839,0.6153846153846154,0.6547619047619048,0.2195129632688782,0.64,0.2487131968599722,0.0660257408988153,0.2075736325385693,0.2242533050550703,11.6,11.6,5.571355310873648,4,10.0,18,0.5348819982773472,0.7863008249755219,0.5476478365358267,0.8878809351316834,0.4856926406926407,0.7131147540983607,0.4861097109714994,0.7162783251231526,0.428482142857143,0.8421310629514962,0.3823395721925133,0.7402717652717652,0.4137575542125845,0.75,0.4905467847516365,0.7878933566433566,-0.0272399713994029,0.4221621273448636,0.2007844698958345,0.2480871006617899,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,49,3,1.183673469387755
SVM_Linear,0.7772222222222223,0.0765318081707179,0.7279365079365079,0.7279365079365079,0.7284830448743049,0.8249546027170707,0.1040170045046509,0.787031423405681,0.6380812324929972,0.104912360690645,0.6371681415929203,0.6523015873015872,0.0955538416763454,0.6312698412698412,0.6824463118580766,0.1393597382545607,0.671875,0.7088888888888889,0.1980647107125083,0.6825396825396826,0.6729706575283786,0.1148086303441968,0.6771653543307087,0.5957142857142856,0.1296288089813134,0.58,0.2911728711478399,0.1956443522405122,0.2630825512963257,0.2079680999833419,11.6,11.6,5.571355310873648,4,10.0,18,0.5863465073529412,0.8383897155700225,0.5934055651291856,0.9094451579952209,0.5104013480392157,0.7460846560846558,0.5122142857142856,0.7384211220916282,0.4545454545454545,0.8421310629514962,0.5097946725860155,0.8228034251675354,0.504733009708738,0.7972051597051597,0.4218544407894737,0.7555855855855854,0.023748562452666,0.4678264344948761,0.166971406188452,0.2547675846208783,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,49,3,1.183673469387755
SVM_RBF,0.7732936507936508,0.0621854138779228,0.699047619047619,0.699047619047619,0.7053019030464406,0.8040004200810629,0.1128003596823145,0.7419912222078768,0.6242717086834734,0.0568572529808966,0.6194690265486725,0.6461904761904762,0.0417957938671299,0.6092063492063492,0.6852287581699347,0.1471930251854658,0.6470588235294118,0.740952380952381,0.2045154170411321,0.6984126984126984,0.6727513227513227,0.0732168845698108,0.6717557251908397,0.5514285714285714,0.2110636060645905,0.52,0.2720781267589778,0.0911213959977156,0.2206896551724138,0.2210983118236478,11.6,11.6,5.571355310873648,4,10.0,18,0.5599973262032086,0.8182688613827057,0.5284196022810527,0.8846295454394801,0.4954954954954955,0.7263202878992353,0.4975976312419975,0.7081698054437416,0.4342043197616683,0.8144567803330689,0.5227025691699605,0.8313253012048193,0.495049504950495,0.7924639946410629,0.3666666666666666,0.6905612244897954,-0.0049185150847867,0.4105527076680185,0.170104693027851,0.277311062241835,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,49,3,1.183673469387755
SVM_RBF,0.7717063492063492,0.0690420997611644,0.7168253968253968,0.7168253968253968,0.720142532696374,0.8042472152678736,0.1257184601273776,0.7595881232512651,0.6375070028011205,0.0600157558684335,0.6371681415929203,0.658888888888889,0.0499114862790623,0.6353968253968254,0.7079076479076478,0.1338805633974065,0.6833333333333333,0.6853968253968252,0.1513936267955687,0.6507936507936508,0.6687749287749287,0.0628093936189986,0.6666666666666666,0.6323809523809524,0.1631159180493689,0.62,0.2958506987343162,0.1080950933320198,0.2691276226534154,0.2140275107269218,11.6,11.6,5.571355310873648,4,10.0,18,0.5925017196394687,0.8215521727816807,0.5587096275614377,0.8907913601750206,0.5233434368948388,0.7372299638722996,0.5184810793176319,0.7345825259441557,0.4680851063829787,0.845097508125677,0.4827266922094509,0.78125,0.4938191438191438,0.7831542168674698,0.4727015437392796,0.775566893424036,0.0364910649207027,0.4598729705977964,0.1725302870242148,0.2618452019645929,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,49,3,1.183673469387755
SVM_Linear,0.7671428571428571,0.0632870698673597,0.725079365079365,0.725079365079365,0.7273866395175816,0.818654977046231,0.116883896575042,0.7954687364473012,0.6729411764705883,0.0744958707302836,0.672566371681416,0.7020238095238096,0.0691857312377595,0.6671428571428571,0.7426767676767676,0.1789768162216044,0.703125,0.7433333333333334,0.1619480178755737,0.7142857142857143,0.7087404549473516,0.0712388499258581,0.7086614173228346,0.6607142857142858,0.2278759259810552,0.62,0.3706183645583201,0.1319918925816228,0.3349769365357086,0.2118192135364878,9.6,9.6,5.425863986500215,4,6.0,18,0.6099714890843922,0.8338627055443486,0.615232310948288,0.9131979578272632,0.5555555555555556,0.7857316227461857,0.5528907774306246,0.7834087127899089,0.4827149716281101,0.8888888888888888,0.56,0.8333333333333334,0.5399920634920635,0.8275862068965517,0.4459084084084084,0.8269396551724136,0.1026647539267306,0.544600014605722,0.1664994355749804,0.2585141050303912,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,33,4,1.4545454545454546
SVM_Linear,0.7664285714285715,0.0641629240792892,0.704126984126984,0.704126984126984,0.7143864045735766,0.8183947937167751,0.103981419311708,0.7611404319016002,0.6426050420168068,0.062968299858171,0.6371681415929203,0.6572222222222222,0.0452592543109257,0.6250793650793651,0.6810394971385684,0.1300451385431385,0.6571428571428571,0.7663492063492063,0.1771627684093247,0.7301587301587301,0.693876111611373,0.0739943972019819,0.6917293233082706,0.548095238095238,0.1634408919764819,0.52,0.2974271296079806,0.1001939858020021,0.2538250926075053,0.2189928721944603,11.6,11.6,5.571355310873648,4,10.0,18,0.5686054443452762,0.8248228079110431,0.566403443540944,0.8957090494556083,0.5050456016475434,0.7600265486725662,0.506828241284763,0.7370797413793102,0.4428026634382567,0.8375183823529411,0.5624725877192983,0.8676950127877235,0.5132629906966191,0.8158029001074113,0.3508552631578948,0.7143530997304579,0.0129177808414371,0.4744474240208026,0.1655697385955491,0.2779945530172537,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,49,3,1.183673469387755
SVM_Linear,0.7633333333333333,0.0648746295642488,0.7336507936507937,0.7336507936507937,0.7323596209570052,0.8158325429437625,0.11799663395276,0.7948027131179825,0.6407983193277311,0.0843176060229117,0.6371681415929203,0.6626190476190477,0.0997541699972828,0.6415873015873016,0.7305555555555555,0.2040485296911884,0.7037037037037037,0.6133333333333333,0.1656114745234374,0.6031746031746031,0.6432292853345485,0.1209224762958259,0.6495726495726496,0.7119047619047619,0.2223865605492498,0.68,0.2937760155561632,0.1824336901983916,0.2780115318684742,0.2087740581506758,9.6,9.6,5.425863986500215,4,6.0,18,0.6142018457602341,0.8383723130398322,0.6148432511825124,0.9183260385542455,0.5119777777777779,0.7461567164179105,0.5160397086466166,0.7580198831384812,0.4843489583333333,0.8852576112412177,0.423600709499409,0.7547169811320755,0.4745762711864407,0.7767060138297128,0.4925315729047072,0.8541666666666666,0.030915095449022,0.4911945960792391,0.1657316046300814,0.2526826807050853,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,33,4,1.4545454545454546
RandomForest,0.7553968253968254,0.0408630747657917,0.7050793650793651,0.7050793650793651,0.6990367295794502,0.7870359364673682,0.1245600708270863,0.723198172466216,0.6086974789915967,0.0682314131445894,0.6017699115044248,0.6213492063492063,0.0714842816255876,0.6077777777777778,0.697016317016317,0.2044224136671471,0.6730769230769231,0.5784126984126985,0.1777029320905262,0.5555555555555556,0.6018461538461539,0.1343294545766635,0.6086956521739131,0.6642857142857143,0.1759973201197745,0.66,0.2228205387934011,0.130119763117547,0.2107713797920224,0.2205731354110121,11.6,11.6,5.571355310873648,4,10.0,18,0.5982319624819625,0.8055577055383557,0.5387673025241405,0.8733242882808235,0.494734012450481,0.7058823529411765,0.5027121655518395,0.7103916222666222,0.4614864864864866,0.8333333333333334,0.3769979508196722,0.7272727272727273,0.437459935897436,0.733345323741007,0.5263157894736842,0.7948863636363636,0.005075135831342,0.4104104187515854,0.1913492501818764,0.2481172030339612,2000,2000,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/ADC_Post1_Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,49,3,1.183673469387755
