Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
IH_MinimumHistogramGradientGreyLevel_Intensity,5,1.0,True
IH_IntensityHistogramMode_Intensity,5,1.0,True
GLCM_InverseVariance,3,0.6,True
Morph_Compactness1,2,0.4,True
GLSZM_LargeZoneEmphasis,2,0.4,True
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,2,0.4,True
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,1,0.2,False
GLCM_JointMaximum,1,0.2,False
GLSZM_LowGrayLevelZoneEmphasis,1,0.2,False
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1,0.2,False
GLSZM_ZoneSizeNonUniformity,1,0.2,False
IB_MinimumIntensity,1,0.2,False
GLSZM_LargeZoneLowGreyLevelEmphasis,1,0.2,False
NGTDM_Contrast,1,0.2,False
GLRLM_LowGreyLevelRunEmphasis,1,0.2,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2,False
IB_25thIntensityPercentile,1,0.2,False
NGTDM_Coarseness,1,0.2,False
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,1,0.2,False
Morph_Compacity,1,0.2,False
Morph_Asphericity,1,0.2,False
GLSZM_SmallZoneEmphasis,1,0.2,False
Morph_SphericalDisproportion,1,0.2,False
GLSZM_NormalisedZoneSizeNonUniformity,1,0.2,False
IH_IntensityHistogram10thPercentile,1,0.2,False
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,1,0.2,False
