Fold,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC,Kappa
1,89,24,6,6,auto,auto,elasticnet_then_mrmr,"['P1', 'P13', 'P21', 'P25', 'P3', 'P31', 'P34', 'P35', 'P42', 'P9']",SVM_Linear,0.7638888888888888,0.6666666666666666,0.6666666666666666,0.7685921717171718,0.6111111111111112,0.9166666666666666,0.7333333333333333,0.4166666666666667,0.7632307692307693,0.3333333333333333
2,89,24,18,18,auto,auto,elasticnet_then_mrmr,"['P14', 'P16', 'P23', 'P26', 'P28', 'P33', 'P36', 'P37', 'P46', 'P48', 'P6']",SVM_Linear,0.6571428571428571,0.5833333333333334,0.6142857142857143,0.6101251088093194,0.5,0.8,0.6153846153846154,0.4285714285714285,0.8483967611336032,0.2105263157894737
3,96,17,4,4,auto,auto,elasticnet_then_mrmr,"['P15', 'P18', 'P20', 'P24', 'P32', 'P45', 'P47', 'P49', 'P7']",SVM_Linear,0.8472222222222222,0.7647058823529411,0.7569444444444444,0.900561167227834,0.7272727272727273,0.8888888888888888,0.8,0.625,0.7400476190476191,0.5211267605633803
4,85,28,14,14,auto,auto,elasticnet_then_mrmr,"['P10', 'P11', 'P12', 'P17', 'P19', 'P27', 'P40', 'P41', 'P50']",SVM_Linear,0.8055555555555556,0.75,0.8055555555555556,0.9075251310055232,1.0,0.6111111111111112,0.7586206896551724,1.0,0.8431428571428571,0.5288461538461539
5,93,20,6,6,auto,auto,elasticnet_then_mrmr,"['P2', 'P22', 'P29', 'P30', 'P39', 'P4', 'P43', 'P44', 'P5']",SVM_Linear,0.761904761904762,0.6,0.6666666666666667,0.9064713064713064,0.875,0.5,0.6363636363636364,0.8333333333333334,0.8763529411764706,0.2592592592592593
