fold,n_estimators,max_depth,learning_rate,subsample
1,50,3,0.06571271013022326,0.8008335850362696
2,100,1,0.03970483329496214,0.8811413617128561
3,100,1,0.06549750379683224,0.7822221241125097
4,75,1,0.026577711982616582,0.9534328396959711
5,50,3,0.06571271013022326,0.8008335850362696
