fpr,tpr,threshold
0.0,0.0,inf
0.0,0.015873015873015872,0.9899866607044742
0.0,0.14285714285714285,0.8662590957016478
0.02,0.14285714285714285,0.8625326678856213
0.02,0.2222222222222222,0.8188300875514979
0.04,0.2222222222222222,0.8184297151390423
0.04,0.31746031746031744,0.7832181817174921
0.06,0.31746031746031744,0.7782196390844757
0.06,0.36507936507936506,0.7718457794557516
0.08,0.36507936507936506,0.767268908466243
0.08,0.38095238095238093,0.7668620470394292
0.1,0.38095238095238093,0.765611676612752
0.1,0.3968253968253968,0.7623693856510653
0.12,0.3968253968253968,0.7528393775731446
0.12,0.4126984126984127,0.7396119653264448
0.14,0.4126984126984127,0.7313345923584363
0.14,0.4603174603174603,0.7068209131589674
0.16,0.4603174603174603,0.679161714445823
0.16,0.49206349206349204,0.6733978159926769
0.18,0.49206349206349204,0.6713943828745605
0.18,0.5238095238095238,0.6572766230429099
0.24,0.5238095238095238,0.6348536166393741
0.24,0.5396825396825397,0.6200384696151716
0.28,0.5396825396825397,0.6053792728165559
0.28,0.5714285714285714,0.5923807910957176
0.3,0.5714285714285714,0.5702423317266927
0.3,0.6031746031746031,0.5649238376330855
0.32,0.6031746031746031,0.5559406505824187
0.32,0.6984126984126984,0.5223627935967056
0.36,0.6984126984126984,0.5193587162407773
0.36,0.7142857142857143,0.516636176912683
0.4,0.7142857142857143,0.4972618017735145
0.4,0.746031746031746,0.47498361793107713
0.42,0.746031746031746,0.47168048352477
0.42,0.7777777777777778,0.4490553257003956
0.46,0.7777777777777778,0.4438168246325261
0.46,0.8095238095238095,0.42746380221932817
0.52,0.8095238095238095,0.41238281220180795
0.52,0.8253968253968254,0.4059371089955031
0.54,0.8253968253968254,0.3932640715451283
0.54,0.8412698412698413,0.38942319394867636
0.68,0.8412698412698413,0.3169367965171304
0.68,0.873015873015873,0.2916414401945212
0.7,0.873015873015873,0.2897378353162002
0.7,0.9206349206349206,0.2557851587214921
0.84,0.9206349206349206,0.22521033181464123
0.84,0.9365079365079365,0.20490948299266432
0.86,0.9365079365079365,0.18990678873299427
0.86,0.9523809523809523,0.17693507664608507
0.96,0.9523809523809523,0.11062686739700937
0.96,0.9682539682539683,0.09887723553453205
0.98,0.9682539682539683,0.0966605673984762
0.98,1.0,0.04051629135830595
1.0,1.0,0.02505631058989565
