fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.6419753086419753,0.7369951154240203,0.6296296296296297,0.6111111111111112,0.7058823529411765,0.75,0.6666666666666666,10
2,0.5656565656565656,0.6943950387730292,0.55,0.5707070707070707,0.47058823529411764,0.6666666666666666,0.36363636363636365,10
3,0.8500000000000001,0.8669245684870686,0.6451612903225806,0.6541666666666667,0.5217391304347826,0.8571428571428571,0.375,10
4,0.6,0.6943189616923884,0.46153846153846156,0.50625,0.4166666666666667,0.625,0.3125,10
5,0.75,0.6527777777777778,0.6153846153846154,0.6527777777777778,0.5454545454545454,0.42857142857142855,0.75,10
6,0.7111111111111111,0.7066865079365079,0.6842105263157895,0.6944444444444444,0.625,0.8333333333333334,0.5,10
7,0.8142857142857143,0.9079086404937802,0.45161290322580644,0.5952380952380952,0.32,1.0,0.19047619047619047,10
8,0.603030303030303,0.6971355997687082,0.5675675675675675,0.5727272727272728,0.6,0.6666666666666666,0.5454545454545454,10
9,0.7,0.5,0.7142857142857143,0.8,0.6666666666666666,0.5,1.0,10
10,0.8153846153846154,0.7931564707222601,0.782608695652174,0.773076923076923,0.7368421052631579,0.7777777777777778,0.7,10
11,0.888235294117647,0.8557783882783881,0.7407407407407407,0.7735294117647059,0.72,0.6,0.9,10
12,0.5833333333333333,0.721809681785172,0.4642857142857143,0.538888888888889,0.4,0.7142857142857143,0.2777777777777778,10
13,0.7529411764705882,0.8821131814376888,0.6296296296296297,0.5205882352941177,0.7619047619047619,0.64,0.9411764705882353,10
14,0.6458333333333333,0.4206730769230769,0.625,0.6666666666666667,0.5,0.375,0.75,10
15,1.0,1.0,0.5789473684210527,0.75,0.6666666666666666,1.0,0.5,10
