Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,NaiveBayes,0.7209523809523809,0.6533333333333332,0.06761904761904769,1.9856037475452908,0.047077340019524676,✓,✗,1.0,✗
ExtraTrees,GradientBoosting,0.7200000000000001,0.653968253968254,0.06603174603174611,1.8670754719997946,0.061891049138694164,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.7209523809523809,0.653968253968254,0.06698412698412692,1.7689466880072662,0.07690277178593785,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.7098412698412698,0.653968253968254,0.05587301587301585,1.7687602749414437,0.07693388872472301,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.7238095238095238,0.6533333333333332,0.07047619047619058,1.6882207287551727,0.09136886553419739,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.7200000000000001,0.6533333333333332,0.06666666666666687,1.603113335681381,0.10890963429712287,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.7238095238095238,0.653968253968254,0.06984126984126982,1.5442485113322346,0.12252814075438023,✗,✗,1.0,✗
LogisticRegression,SVM_Linear,0.7209523809523809,0.704126984126984,0.016825396825396854,1.5005231537950516,0.1334789404580765,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.704126984126984,0.6533333333333332,0.050793650793650835,1.4371972269690967,0.1506619607245279,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.704126984126984,0.653968253968254,0.05015873015873007,1.3683282480957812,0.17120935251351233,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.7098412698412698,0.6533333333333332,0.05650793650793662,1.148677812766408,0.2506888579517387,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.7209523809523809,0.6680952380952382,0.052857142857142714,1.1393537891532415,0.25455562180308877,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7238095238095238,0.6680952380952382,0.055714285714285605,1.1353282598272578,0.2562378058118382,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.7200000000000001,0.6680952380952382,0.0519047619047619,1.1342816963315956,0.2566764044388997,✗,✗,1.0,✗
KNN,GradientBoosting,0.6984126984126985,0.653968253968254,0.04444444444444451,1.0985286206613099,0.27197372713021695,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.7200000000000001,0.6815873015873016,0.038412698412698454,1.050256671117714,0.2936001204415575,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.7209523809523809,0.6815873015873016,0.03936507936507927,1.0180279413510052,0.30866467765721783,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.7238095238095238,0.6815873015873016,0.04222222222222216,1.0014580989698658,0.31660538777690317,✗,✗,1.0,✗
KNN,NaiveBayes,0.6984126984126985,0.6533333333333332,0.045079365079365274,1.000985731463121,0.3168337066651018,✗,✗,1.0,✗
RandomForest,LightGBM,0.7098412698412698,0.6680952380952382,0.04174603174603164,0.9889098957185947,0.32270722846679945,✗,✗,1.0,✗
SVM_RBF,KNN,0.7238095238095238,0.6984126984126985,0.025396825396825307,0.9474648063690204,0.3434019815299646,✗,✗,1.0,✗
RandomForest,XGBoost,0.7098412698412698,0.6815873015873016,0.028253968253968198,0.8974641879080454,0.36947127472276065,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7238095238095238,0.704126984126984,0.019682539682539746,0.8242750777706183,0.4097832761022988,✗,✗,1.0,✗
XGBoost,GradientBoosting,0.6815873015873016,0.653968253968254,0.027619047619047654,0.8149372388365078,0.4151082359721626,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.704126984126984,0.6680952380952382,0.03603174603174586,0.7802796799344058,0.4352262707056729,✗,✗,1.0,✗
KNN,ExtraTrees,0.6984126984126985,0.7200000000000001,-0.0215873015873016,-0.7515353698551496,0.4523305226583927,✗,✗,1.0,✗
KNN,LogisticRegression,0.6984126984126985,0.7209523809523809,-0.022539682539682415,-0.7350000353340498,0.4623394726021802,✗,✗,1.0,✗
ExtraTrees,SVM_Linear,0.7200000000000001,0.704126984126984,0.01587301587301604,0.5939672099701296,0.552534044494673,✗,✗,1.0,✗
