feature,n_valid,shapiro_stat,shapiro_p_value,is_normal_global_p_ge_0_05,shapiro_q_value_fdr,is_normal_after_fdr_q_ge_0_05
Post1_Morph_Volume_cm3,116,0.14494322752481303,5.714039052117262e-23,False,1.0889469562384243e-21,False
Post1_Morph_ApproximateVolume_cm3,116,0.1452368821954032,5.757650573214574e-23,False,1.0889469562384243e-21,False
Post1_Morph_voxelsCounting_vx,116,0.14523688219540354,5.757650573214657e-23,False,1.0889469562384243e-21,False
Post1_Morph_SurfaceArea_cm2,116,0.2769345016012763,2.1808713633883226e-21,False,1.8973580861478407e-20,False
Post1_Morph_SurfaceToVolumeRatio_cm,116,0.9657969856940625,0.004660174669748174,False,0.005959218766851586,False
Post1_Morph_Compacity,116,0.7498111092693809,8.936219687920027e-13,False,2.3848193645676146e-12,False
Post1_Morph_Compactness1,116,0.9384855889666756,4.563401075061932e-05,False,6.551417384989902e-05,False
Post1_Morph_Compactness2,116,0.9748275625551293,0.027778376641116324,False,0.03265836172671784,False
Post1_Morph_SphericalDisproportion,116,0.7901557349767543,1.3984032511822378e-11,False,3.2529701297555916e-11,False
Post1_Morph_Sphericity,116,0.9174343961857718,2.428111863687892e-06,False,3.7060654761552036e-06,False
Post1_Morph_Asphericity,116,0.7901557349767547,1.3984032511822887e-11,False,3.2529701297555916e-11,False
Post1_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,116,0.71627642062977,1.1384176659925433e-13,False,3.438970032685808e-13,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,116,0.9816222864977783,0.11296246249223683,True,0.1266460597528944,True
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,116,0.9706124144337899,0.01188796451130439,False,0.01448533490873224,False
Post1_Morph_CentreOfMassShift_mm,116,0.7114686745874002,8.594155147801163e-14,False,2.6327165417559904e-13,False
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,116,0.7050985207628697,5.95142957079405e-14,False,1.9176828617003047e-13,False
Post1_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,116,0.7072560515999282,6.73589020647706e-14,False,2.1387680582609646e-13,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,116,0.6292846880584715,1.1000109577681032e-15,False,4.125041091630387e-15,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,116,0.9667342972163767,0.0055754495537453114,False,0.006989396414637494,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,116,0.9540296705940126,0.0005544786837090318,False,0.0007490628180541269,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,116,0.6844859975001552,1.8812736490187366e-14,False,6.199651797902655e-14,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,116,0.7806894726630775,7.114013730102524e-12,False,1.778503432525631e-11,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,116,0.7416871855038443,5.333575700112708e-13,False,1.4591858047478161e-12,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,116,0.8169308454053413,1.0652383853156468e-10,False,2.2826536828192432e-10,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,116,0.8542761596620163,2.58806667772874e-09,False,4.981455773504434e-09,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,116,0.8397756607895671,7.084394936347909e-10,False,1.4605269181570334e-09,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,116,0.784137758967216,9.078587973023555e-12,False,2.256677581865855e-11,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,116,0.829365730088444,2.926830291607931e-10,False,6.15058539540797e-10,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,116,0.8407914357876517,7.737897889564176e-10,False,1.580274921108177e-09,False
Post1_Morph_Maximum3DDiameter_mm,116,0.6775926467421953,1.2953586365752182e-14,False,4.3013817321390836e-14,False
Post1_Morph_SphereDiameter_mm,116,0.631822659788883,1.2447121401001071e-15,False,4.549998159189467e-15,False
Post1_Morph_IntegratedIntensity_Intensity,116,0.13730099169455623,4.691540838836695e-23,False,1.0889469562384243e-21,False
Post1_IB_MeanIntensity,116,0.990545676716062,0.608530083824091,True,0.6199311158395308,True
Post1_IB_IntensityVariance,116,0.8889480244042546,8.304607118248595e-08,False,1.4056436172911045e-07,False
Post1_IB_IntensitySkewness,116,0.8709706042933387,1.2787694263626041e-08,False,2.3274673659737773e-08,False
Post1_IB_IntensityKurtosis,116,0.6268735545564621,9.78710066920244e-16,False,3.7020772096548356e-15,False
Post1_IB_MedianIntensity,116,0.9825827331450383,0.13766188586660658,True,0.1512194958383178,True
Post1_IB_MinimumIntensity,116,0.5931032235134224,2.013056583016474e-16,False,8.033757923047397e-16,False
Post1_IB_10thIntensityPercentile,116,0.9767132891190812,0.040897851243413524,False,0.047441507442359684,False
Post1_IB_25thIntensityPercentile,116,0.9808794513146383,0.0968798055936109,True,0.10946159852784607,True
Post1_IB_50thIntensityPercentile,116,0.9825827331450383,0.13766188586660658,True,0.1512194958383178,True
Post1_IB_75thIntensityPercentile,116,0.9910488874146338,0.6546128062310899,True,0.6582142522707284,True
Post1_IB_90thIntensityPercentile,116,0.9910551330540746,0.6551879798464951,True,0.6582142522707284,True
Post1_IB_StandardDeviation,116,0.9792625347071442,0.0692927872971792,True,0.07953129940441413,True
Post1_IB_MaximumIntensity,116,0.9876049418697164,0.37063750242185894,True,0.3829627400320871,True
Post1_IB_IntensityInterquartileRange,116,0.9522214469404843,0.0004075776728122106,False,0.0005592942828811093,False
Post1_IB_IntensityRange,116,0.9910281774332972,0.6527059065018056,True,0.6582142522707284,True
Post1_IB_IntensityBasedMeanAbsoluteDeviation,116,0.9709152704609217,0.012624730666058853,False,0.015212625594835459,False
Post1_IB_IntensityBasedRobustMeanAbsoluteDeviation,116,0.9593530971968075,0.001412871517903125,False,0.0018795079825316798,False
Post1_IB_IntensityBasedMedianAbsoluteDeviation,116,0.9707030444521797,0.012103638399683094,False,0.014706934926989235,False
Post1_IB_IntensityBasedCoefficientOfVariation,116,0.7715237723470199,3.767376383030302e-12,False,9.640051333048126e-12,False
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,116,0.9160454123992591,2.0307189260364636e-06,False,3.1775637871433873e-06,False
Post1_IB_AreaUnderCurveCIVH,116,0.9906535423829018,0.6183504051992175,True,0.6284636127608869,True
