k,mean_score,std_score,fold_scores,metric,tuning_model
8,0.6019005847953216,0.10941280577227136,"[0.4890350877192982, 0.5666666666666667, 0.75]",auc,LogisticRegression
6,0.5920966632266942,0.09622622158827529,"[0.4890350877192982, 0.5666666666666667, 0.7205882352941176]",auc,LogisticRegression
4,0.5918042655658754,0.0937742547379801,"[0.5548245614035088, 0.5, 0.7205882352941176]",auc,LogisticRegression
10,0.5902943633593788,0.1086720233209233,"[0.4736842105263158, 0.5619047619047619, 0.7352941176470589]",auc,LogisticRegression
18,0.5640240306648976,0.11781968836796003,"[0.40131578947368424, 0.6142857142857143, 0.6764705882352942]",auc,LogisticRegression
14,0.5301943584451324,0.051842951782104345,"[0.4758771929824561, 0.6, 0.5147058823529411]",auc,LogisticRegression
12,0.5137156617032778,0.03586924724016086,"[0.46929824561403505, 0.5571428571428572, 0.5147058823529411]",auc,LogisticRegression
16,0.5029178338001867,0.09998009354271317,"[0.37500000000000006, 0.6190476190476191, 0.5147058823529411]",auc,LogisticRegression
