Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
NaiveBayes,0.6325443786982249,0.6330215767230684,0.529393559960216,0.7317842300433673,0.6758627820332497,0.6817381230843741,0.5558098884564218,0.7987162654270916,0.5726495726495726,0.551923076923077,0.7384615384615385,0.36538461538461536,0.5925925925925926,0.5277777777777778,0.6575342465753424,0.1071428571428571,0.3594373293690795,19,33,17,48,9.6,5.549774770204643
GradientBoosting,0.5997041420118344,0.5992917379375609,0.49316301762484493,0.7034198229090702,0.6272162839308028,0.6384246293604431,0.515075866905529,0.7630568225842724,0.6324786324786325,0.625,0.6923076923076923,0.5576923076923077,0.6617647058823529,0.5918367346938775,0.6766917293233082,0.2514506769825918,0.25961381945217626,29,23,20,45,9.6,5.549774770204643
RandomForest,0.599112426035503,0.5986437435921128,0.49196796395325804,0.7092403685172405,0.6213128685469091,0.6322403723123545,0.5068184750175166,0.7590834709428906,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6666666666666666,0.5614035087719298,0.64,0.22857142857142865,0.2563795893391621,32,20,25,40,9.6,5.549774770204643
LogisticRegression,0.5931952662721893,0.592650583727148,0.48797620017378074,0.6998866555478874,0.6293473165381374,0.637096881432571,0.5141180993009207,0.7571767922482644,0.5897435897435898,0.5961538461538461,0.5384615384615384,0.6538461538461539,0.660377358490566,0.53125,0.5932203389830508,0.18796992481203012,0.270253686619458,34,18,30,35,9.6,5.549774770204643
SVM_Linear,0.5807692307692308,0.5804169994400092,0.4775701616054483,0.6876860726290599,0.6176663450024602,0.6257594146356237,0.5026061666390262,0.7486444833955365,0.5641025641025641,0.5596153846153846,0.6,0.5192307692307693,0.609375,0.5094339622641509,0.6046511627906976,0.11900191938579652,0.2691665858622377,27,25,26,39,9.6,5.549774770204643
SVM_RBF,0.5718934911242604,0.5711200717054321,0.4625050473405736,0.6773685969603153,0.589857004200211,0.6014173424965109,0.4840726198041207,0.7244547980029418,0.5641025641025641,0.55,0.676923076923077,0.4230769230769231,0.5945945945945946,0.5116279069767442,0.6330935251798561,0.10176125244618384,0.2746196208661962,22,30,21,44,9.6,5.549774770204643
XGBoost,0.5677514792899409,0.5672688130885389,0.4653038067078683,0.6755895356208247,0.6185140221859223,0.6294059657286987,0.49908835043116695,0.7511992172973107,0.5555555555555556,0.5538461538461539,0.5692307692307692,0.5384615384615384,0.6065573770491803,0.5,0.5873015873015873,0.10687022900763354,0.27747770872320926,28,24,28,37,9.6,5.549774770204643
KNN,0.5579881656804734,0.559297612955747,0.4545548483981694,0.6622120977577634,0.6060848534698703,0.6119327509094217,0.4885383089728381,0.729645278159082,0.5641025641025641,0.5423076923076924,0.7384615384615385,0.34615384615384615,0.5853658536585366,0.5142857142857142,0.6530612244897959,0.08747514910536769,0.27864263253932264,18,34,17,48,9.6,5.549774770204643
ExtraTrees,0.5538461538461539,0.5535064421069591,0.44498235016016535,0.6620416666666666,0.6037101365246307,0.6109344720202129,0.4878225552574489,0.734190708837632,0.5470085470085471,0.5442307692307693,0.5692307692307692,0.5192307692307693,0.5967741935483871,0.4909090909090909,0.5826771653543307,0.08795411089866156,0.25324849485842954,27,25,28,37,9.6,5.549774770204643
LightGBM,0.5399408284023669,0.5385535801263227,0.42999429771908765,0.6500738922618228,0.5788652182579508,0.5903190072088365,0.47223961175817925,0.7138031448426644,0.5299145299145299,0.5346153846153846,0.49230769230769234,0.5769230769230769,0.5925925925925926,0.47619047619047616,0.5378151260504201,0.06779661016949157,0.2922248195824535,30,22,33,32,9.6,5.549774770204643
