Metric,Value
ROC-AUC,0.6325443786982249
PR-AUC,0.6758627820332497
Balanced Acc.,0.551923076923077
Sensitivity,0.7384615384615385
Specificity,0.36538461538461536
PPV,0.5925925925925926
NPV,0.5277777777777778
Kappa,0.1071428571428571
