Fold,n_train,n_test,n_features,FS_N_FEATURES_SELECTED,FS_N_FEATURES_CONFIG,FS_N_FEATURES_MODE,FS_METHOD,test_patients,Model,AUC,Acc,BalAcc,PRAUC,Precision,Recall,F1,Specificity,BestInnerAUC,Kappa
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",LogisticRegression,0.7058823529411765,0.6923076923076923,0.6601307189542484,0.7979745686553468,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.5555555555555556,0.7263846153846153,0.3202614379084968
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",SVM_RBF,0.7058823529411765,0.7307692307692307,0.7156862745098038,0.8029911207307223,0.8125,0.7647058823529411,0.7878787878787878,0.6666666666666666,0.6293566433566433,0.42038216560509556
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",SVM_Linear,0.6928104575163399,0.6923076923076923,0.6601307189542484,0.7861207362132789,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.5555555555555556,0.7333684210526316,0.3202614379084968
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",RandomForest,0.6928104575163399,0.6923076923076923,0.6601307189542484,0.8258632917990523,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.5555555555555556,0.7062797202797202,0.3202614379084968
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",GradientBoosting,0.5751633986928104,0.6153846153846154,0.522875816993464,0.7728513671608301,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.2222222222222222,0.7039487179487179,0.05109489051094884
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",ExtraTrees,0.7254901960784313,0.7307692307692307,0.7156862745098038,0.837647143877794,0.8125,0.7647058823529411,0.7878787878787878,0.6666666666666666,0.7070526315789474,0.42038216560509556
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",KNN,0.738562091503268,0.6153846153846154,0.6274509803921569,0.8365149287467627,0.7692307692307693,0.5882352941176471,0.6666666666666666,0.6666666666666666,0.7649473684210526,0.23076923076923073
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",NaiveBayes,0.6274509803921569,0.5384615384615384,0.43790849673202614,0.7982455765320216,0.6190476190476191,0.7647058823529411,0.6842105263157895,0.1111111111111111,0.7272587412587412,-0.13868613138686126
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",XGBoost,0.7581699346405228,0.6923076923076923,0.6601307189542484,0.8645382395382395,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.5555555555555556,0.6281052631578947,0.3202614379084968
1,90,26,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P1', 'P10', 'P16', 'P20', 'P22', 'P25', 'P3', 'P31', 'P35', 'P4', 'P5']",LightGBM,0.5849673202614378,0.5769230769230769,0.5718954248366013,0.7449345731654529,0.7142857142857143,0.5882352941176471,0.6451612903225806,0.5555555555555556,0.6573286713286713,0.1333333333333333
2,98,18,14,14,14,fixed,mrmr_then_elasticnet_no_corr,"['P13', 'P14', 'P24', 'P26', 'P30', 'P33', 'P36', 'P40', 'P48', 'P7']",LogisticRegression,0.5875,0.6111111111111112,0.6375,0.6914392551892551,0.8,0.4,0.5333333333333333,0.875,0.6960840336134454,0.2588235294117647
