Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Rank_Mean_AUC,Rank_Pooled_AUC,Rank_Mean_PR_AUC,Rank_Pooled_PR_AUC,Rank_Mean_Bal_Acc,Rank_Pooled_Bal_Acc,Rank_Mean_F1,Rank_Pooled_F1,Rank_N_Unique_Selected_Features,Composite_Rank_Score
LogisticRegression,0.6920019640852975,0.0632628157771179,0.6488165680473372,0.7253801185491838,0.114916902481449,0.6795757646203027,0.6128499218821799,0.0570752564090504,0.6239316239316239,0.6176767676767676,0.0364909912108041,0.6211538461538462,0.640079365079365,0.1386710309505663,0.6666666666666666,0.6464646464646464,0.1146447959652512,0.6461538461538462,0.624731182795699,0.0944469948578669,0.65625,0.5888888888888889,0.1196703290474334,0.5961538461538461,10.8,10.8,4.995998398718719,6,8.0,20,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,35,5,1.542857142857143,1.0,1.0,1.0,1.0,2.0,2.0,7.0,5.0,5.0,2.7777777777777777
KNN,0.6566294893378227,0.1372077701084564,0.6124260355029587,0.6632310316128919,0.0642035462677632,0.6296452980588456,0.6471776491131329,0.0725218749223278,0.6410256410256411,0.6341161616161616,0.0829963495668595,0.625,0.6391888111888112,0.0774113126154503,0.6493506493506493,0.7704545454545455,0.1667630575258558,0.7692307692307693,0.6850495597408515,0.0796334456254434,0.704225352112676,0.4977777777777777,0.1781107991956789,0.4807692307692308,9.2,9.2,4.308131845707603,4,8.0,16,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,24,4,1.9166666666666667,4.0,3.0,10.0,9.0,1.0,1.0,1.0,1.0,2.0,3.5555555555555554
LogisticRegression,0.5937766554433221,0.0798140562905077,0.6304733727810652,0.6453982196486019,0.0960337751777569,0.6593120040833078,0.6314594246852312,0.115145281745448,0.6068376068376068,0.6134469696969698,0.1080987282179703,0.5923076923076923,0.6685035842293907,0.0813751805134531,0.6266666666666667,0.7046717171717172,0.2030672047976235,0.7230769230769231,0.6622323042692254,0.0990096182179792,0.6714285714285714,0.5222222222222223,0.3095197394929804,0.4615384615384615,10.4,10.4,3.4409301068170506,4,12.0,14,corr_mrmr_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,33,4,1.5757575757575757,10.0,2.0,12.0,2.0,3.0,3.0,3.0,3.0,4.0,4.666666666666667
NaiveBayes,0.661597923681257,0.0986554857103298,0.5816568047337279,0.6884644947509841,0.0558917445834747,0.6377406951700046,0.5659240878595717,0.0894137334182898,0.5811965811965812,0.5838257575757575,0.0717441574993554,0.5653846153846154,0.5953603259485613,0.1244768480310814,0.6052631578947368,0.7720959595959596,0.2096073685589043,0.7076923076923077,0.6355188955188955,0.0979223176703932,0.6524822695035462,0.3955555555555555,0.2215099696778153,0.4230769230769231,8.0,8.0,3.5777087639996634,4,6.0,14,elasticnet_only_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/elasticnet_only_auto_k_no_smote,elasticnet_only_auto_k,elasticnet_only,auto,False,20,5,2.0,3.0,6.0,6.0,8.0,5.0,5.0,4.0,6.0,1.0,4.888888888888889
SVM_RBF,0.6183726150392816,0.128461960548686,0.5718934911242605,0.7034099611524162,0.0400564410264554,0.648091908821707,0.570479735318445,0.1281422680015638,0.5982905982905983,0.5848358585858586,0.121488626121586,0.5846153846153846,0.5888263439347031,0.1493589758913916,0.6216216216216216,0.7296717171717171,0.2144824090822697,0.7076923076923077,0.6251629072681704,0.1374956256716918,0.6618705035971223,0.4399999999999999,0.1913693345920976,0.4615384615384615,7.2,7.2,3.9698866482558417,3,6.0,14,lasso_only_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/lasso_only_auto_k_no_smote,lasso_only_auto_k,lasso_only,auto,False,24,5,1.5,9.0,10.0,2.0,4.0,4.0,4.0,6.0,4.0,2.0,5.0
SVM_RBF,0.655415263748597,0.0881808439724164,0.5840236686390533,0.6947192580781698,0.0358930580330672,0.639340899865809,0.5527359617682198,0.0639811023659304,0.5641025641025641,0.5703030303030303,0.0605101513844522,0.55,0.5847773279352226,0.1144983614701437,0.5945945945945946,0.7272727272727273,0.1645178279168532,0.676923076923077,0.6205446166736489,0.056253613437943,0.6330935251798561,0.4133333333333333,0.1654623152798781,0.4230769230769231,10.0,10.0,6.603029607687671,4,6.0,19,corr_lasso_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/corr_lasso_auto_k_no_smote,corr_lasso_auto_k,corr_lasso,auto,False,36,4,1.3888888888888888,5.0,4.0,5.0,7.0,6.0,6.0,8.0,8.0,7.0,6.222222222222222
NaiveBayes,0.665131874298541,0.1172996339242084,0.5781065088757397,0.6881400716958974,0.0719776636443715,0.6531974637604712,0.5349324510614833,0.0466586129475704,0.5470085470085471,0.5504419191919192,0.047500026850099,0.5211538461538461,0.5645739318153111,0.1253579594268476,0.5697674418604651,0.7897727272727273,0.1981969343692995,0.7538461538461538,0.6260960960960961,0.0695855088645965,0.6490066225165563,0.311111111111111,0.1890848656549568,0.2884615384615384,13.6,13.6,5.276362383309167,4,14.0,20,corr_elasticnet_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/corr_elasticnet_auto_k_no_smote,corr_elasticnet_auto_k,corr_elasticnet,auto,False,37,4,1.837837837837838,2.0,9.0,7.0,3.0,8.0,9.0,5.0,7.0,10.0,6.666666666666667
SVM_Linear,0.6195650953984287,0.1288513635527837,0.5221893491124261,0.6691399183915923,0.1195573239366012,0.574550940782456,0.5534822167080231,0.1158013777178797,0.5641025641025641,0.5392550505050504,0.0864207716080461,0.525,0.564469825590369,0.1363227704541447,0.57,0.8829545454545455,0.1439015101661521,0.8769230769230769,0.6673390439347886,0.1008750057944996,0.6909090909090909,0.1955555555555555,0.24721660418086,0.173076923076923,10.4,10.4,5.122499389946279,4,10.0,18,mrmr_only_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/mrmr_only_auto_k_no_smote,mrmr_only_auto_k,mrmr_only,auto,False,35,4,1.4857142857142858,8.0,11.0,9.0,12.0,10.0,8.0,2.0,2.0,5.0,7.444444444444445
NaiveBayes,0.6263313692480359,0.1720059170309839,0.5810650887573965,0.6950011880888667,0.1189036471570544,0.6415931679795532,0.4805036301810495,0.1168288717633066,0.5042735042735043,0.4859469696969697,0.1054320570616905,0.4788461538461538,0.517049617049617,0.1702411512691517,0.5411764705882353,0.6963383838383839,0.2186750585842188,0.7076923076923077,0.5671447918292237,0.1425446777944993,0.6133333333333333,0.2755555555555555,0.2039607805437114,0.25,12.0,12.0,5.215361924162119,6,10.0,20,corr_mrmr_then_elasticnet_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/corr_mrmr_then_elasticnet_auto_k_no_smote,corr_mrmr_then_elasticnet_auto_k,corr_mrmr_then_elasticnet,auto,False,36,4,1.6666666666666667,6.0,7.0,3.0,5.0,13.0,13.0,11.0,10.0,7.0,8.333333333333334
NaiveBayes,0.6263313692480359,0.1720059170309839,0.5810650887573965,0.6950011880888667,0.1189036471570544,0.6415931679795532,0.4805036301810495,0.1168288717633066,0.5042735042735043,0.4859469696969697,0.1054320570616905,0.4788461538461538,0.517049617049617,0.1702411512691517,0.5411764705882353,0.6963383838383839,0.2186750585842188,0.7076923076923077,0.5671447918292237,0.1425446777944993,0.6133333333333333,0.2755555555555555,0.2039607805437114,0.25,12.0,12.0,5.215361924162119,6,10.0,20,hier_mrmr_elasticnet_auto_k_no_smote,nested_cv_outputs/Pre_M1/fs_method_comparison/hier_mrmr_elasticnet_auto_k_no_smote,hier_mrmr_elasticnet_auto_k,hier_mrmr_elasticnet,auto,False,36,4,1.6666666666666667,6.0,7.0,3.0,5.0,13.0,13.0,11.0,10.0,7.0,8.333333333333334
