Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,T2_IH_IntensityHistogramMinimumGreyLevel_Intensity,0.047938555080035465,2
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0.046788103036369814,4
Post1_Morph_Compactness2,Post1_Morph_Compactness2,0.039930978341095276,2
Post1_Morph_Compactness1,Post1_Morph_Compactness1,0.038216317353263,3
Post1_Morph_Sphericity,Post1_Morph_Sphericity,0.03625938602998922,2
T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,T2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.03528416915246599,2
T2_GLSZM_SmallZoneLowGreyLevelEmphasis,T2_GLSZM_SmallZoneLowGreyLevelEmphasis,0.03452268659711103,2
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,Post1_GLRLM_ShortRunHighGreyLevelEmphasis,0.03408783916165801,2
Post1_IH_IntensityHistogramMode_Intensity,Post1_IH_IntensityHistogramMode_Intensity,0.0304111948817512,3
T2_GLSZM_NormalisedZoneSizeNonUniformity,T2_GLSZM_NormalisedZoneSizeNonUniformity,0.028845258271937187,2
T2_IB_IntensityBasedCoefficientOfVariation,T2_IB_IntensityBasedCoefficientOfVariation,0.027881313944084635,3
T2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,T2_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0.026501722757171445,2
T2_IB_AreaUnderCurveCIVH,T2_IB_AreaUnderCurveCIVH,0.02599147660140768,2
T2_IB_IntensityBasedMeanAbsoluteDeviation,T2_IB_IntensityBasedMeanAbsoluteDeviation,0.024925980291542006,2
Post1_GLCM_SumEntropy,Post1_GLCM_SumEntropy,0.024520903364912874,2
T2_IB_IntensityBasedQuartileCoefficientOfDispersion,T2_IB_IntensityBasedQuartileCoefficientOfDispersion,0.024236166096077087,2
T2_GLCM_ClusterShade,T2_GLCM_ClusterShade,0.019895031944440575,2
T2_IB_IntensityBasedEnergy,T2_IB_IntensityBasedEnergy,0.006923646707325456,2
Post1_Morph_Volume_cm3,Post1_Morph_Volume_cm3,0.005921446545421036,2
