fold,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda
1,50,8,0.2499872372751497,0.8409186630923462,0.6938831401633154,1.856487532402193e-05,6.904106655874299e-07
2,200,2,0.020428417353799366,0.817873951271459,0.8845575855528258,1.8040852768441058e-06,3.7416332275054926e-06
3,250,2,0.07665919957232309,0.8415218156171415,0.5525738427060282,2.7383629141525012e-05,2.1295336614219775e-08
4,200,2,0.020428417353799366,0.817873951271459,0.8845575855528258,1.8040852768441058e-06,3.7416332275054926e-06
5,300,8,0.01226144306124255,0.9562183778914016,0.7884507497000164,0.048119067425824946,0.004695214397948433
