Metric,Value
ROC-AUC,0.6914062499999999
PR-AUC,0.7260480698154287
Balanced Acc.,0.6057692307692308
Sensitivity,0.75
Specificity,0.46153846153846156
PPV,0.631578947368421
NPV,0.6
Kappa,0.21621621621621623
