feature,nan_count,inf_count,variance,is_constant,is_near_zero_variance
Post1_Morph_Volume_cm3,0,0,227.92277300695721,False,False
Post1_Morph_ApproximateVolume_cm3,0,0,228.22517595719384,False,False
Post1_Morph_voxelsCounting_vx,0,0,228225175.9571939,False,False
Post1_Morph_SurfaceArea_cm2,0,0,539.1630614127815,False,False
Post1_Morph_SurfaceToVolumeRatio_cm,0,0,12.088370720344148,False,False
Post1_Morph_Compacity,0,0,10.392700068693992,False,False
Post1_Morph_Compactness1,0,0,2.5008665729971165e-05,False,False
Post1_Morph_Compactness2,0,0,0.013305094948204494,False,False
Post1_Morph_SphericalDisproportion,0,0,0.026614467347017615,False,False
Post1_Morph_Sphericity,0,0,0.005617884231310982,False,False
Post1_Morph_Asphericity,0,0,0.0266144673470176,False,False
Post1_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,0,0,16.781898718051856,False,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0,0.08065007112128607,False,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0,0,0.034556967451391876,False,False
Post1_Morph_CentreOfMassShift_mm,0,0,0.202557745648044,False,False
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0,0,0.007980965999006839,False,False
Post1_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0,0,0.003721665748902374,False,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0,0,0.3125637523012838,False,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0,0.009604696891664214,False,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0,0,0.005174522810100118,False,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0,0,1.3903630728613605,False,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0,0.05594624093646733,False,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0,0,0.03162905397176596,False,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0,0,2.348822845671386,False,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0,0.11289547064246142,False,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0,0,0.05776815433918409,False,False
Post1_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0,0,2.660887050413826,False,False
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0,0,0.13246967137096388,False,False
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0,0,0.0606201999026199,False,False
Post1_Morph_Maximum3DDiameter_mm,0,0,127.91746555987483,False,False
Post1_Morph_SphereDiameter_mm,0,0,60.0027093717712,False,False
Post1_Morph_IntegratedIntensity_Intensity,0,0,17350459311517.95,False,False
Post1_IB_MeanIntensity,0,0,14749.179768016673,False,False
Post1_IB_IntensityVariance,0,0,232141009.6728685,False,False
Post1_IB_IntensitySkewness,0,0,0.7117193403162909,False,False
Post1_IB_IntensityKurtosis,0,0,5.341393609589496,False,False
Post1_IB_MedianIntensity,0,0,18142.961389165393,False,False
Post1_IB_MinimumIntensity,0,0,1450.0263389250183,False,False
Post1_IB_10thIntensityPercentile,0,0,5778.900905102288,False,False
Post1_IB_25thIntensityPercentile,0,0,9816.198897206637,False,False
Post1_IB_50thIntensityPercentile,0,0,18142.961389165393,False,False
Post1_IB_75thIntensityPercentile,0,0,27034.263115678703,False,False
Post1_IB_90thIntensityPercentile,0,0,32914.66392918628,False,False
Post1_IB_StandardDeviation,0,0,3336.028763987356,False,False
Post1_IB_MaximumIntensity,0,0,43877.23197475415,False,False
Post1_IB_IntensityInterquartileRange,0,0,11186.255048915416,False,False
Post1_IB_IntensityRange,0,0,47747.34011223918,False,False
Post1_IB_IntensityBasedMeanAbsoluteDeviation,0,0,2590.704301557791,False,False
Post1_IB_IntensityBasedRobustMeanAbsoluteDeviation,0,0,1771.0324675775792,False,False
Post1_IB_IntensityBasedMedianAbsoluteDeviation,0,0,2584.9953796047666,False,False
Post1_IB_IntensityBasedCoefficientOfVariation,0,0,0.058398818995205104,False,False
Post1_IB_IntensityBasedQuartileCoefficientOfDispersion,0,0,0.027383635027476774,False,False
Post1_IB_AreaUnderCurveCIVH,0,0,6847461.039776003,False,False
Post1_IB_IntensityBasedEnergy,0,0,1.655592581549464e+18,False,False
Post1_IB_RootMeanSquareIntensity,0,0,16506.97430183315,False,False
Post1_IB_TotalLesionGlycolysis,0,0,17398277.68171722,False,False
Post1_IH_IntensityHistogramMean_Intensity,0,0,31.503288864702284,False,False
Post1_IH_IntensityHistogramVariance_Intensity,0,0,1056.9145234923049,False,False
Post1_IH_IntensityHistogramSkewness_Intensity,0,0,0.7083705944655537,False,False
Post1_IH_IntensityHistogramKurtosis_Intensity,0,0,5.123498490808896,False,False
Post1_IH_IntensityHistogramMedian_Intensity,0,0,38.59296967895363,False,False
Post1_IH_IntensityHistogramMinimumGreyLevel_Intensity,0,0,2.6652794292508917,False,False
Post1_IH_IntensityHistogram10thPercentile,0,0,12.09215219976219,False,False
Post1_IH_IntensityHistogram25thPercentile,0,0,21.1884661117717,False,False
Post1_IH_IntensityHistogram50thPercentile,0,0,38.59296967895363,False,False
Post1_IH_IntensityHistogram75thPercentile,0,0,58.619203329369796,False,False
Post1_IH_IntensityHistogram90thPercentile,0,0,70.04302913198575,False,False
Post1_IH_IntensityHistogramStd_Intensity,0,0,7.0941809071027615,False,False
Post1_IH_IntensityHistogramMaximumGreyLevel_Intensity,0,0,93.94493162901306,False,False
Post1_IH_IntensityHistogramMode_Intensity,0,0,68.63458680142689,False,False
Post1_IH_IntensityHistogramInterquartileRange_Intensity,0,0,24.527645659928655,False,False
Post1_IH_IntensityHistogramRange_Intensity,0,0,100.54302913198575,False,False
Post1_IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,0,0,5.499744104339492,False,False
Post1_IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,0,0,3.878050924914501,False,False
Post1_IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,0,0,5.531774948050296,False,False
Post1_IH_IntensityHistogramCoefficientOfVariation_Intensity,0,0,0.038923506756387796,False,False
Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0,0,0.02424702351539074,False,False
Post1_IH_IntensityHistogramEntropyLog10_Intensity,0,0,0.0736611486421005,False,False
Post1_IH_IntensityHistogramEntropyLog2_Intensity,0,0,0.8128659690924758,False,False
Post1_IH_AreaUnderCurveCIVH_Intensity,0,0,14710.936052145289,False,False
Post1_IH_Uniformity_Intensity,0,0,0.010771359905706676,False,False
Post1_IH_RootMeanSquare_Intensity,0,0,0.0001552997923862324,False,False
Post1_IH_MaximumHistogramGradient_Intensity,0,0,144721.79003790132,False,False
Post1_IH_MaximumHistogramGradientGreyLevel_Intensity,0,0,42.832342449464925,False,False
Post1_IH_MinimumHistogramGradient_Intensity,0,0,164220.4520474138,False,False
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,0,0,93.91498216409036,False,False
Post1_GLCM_JointMaximum,0,0,0.012800947673489646,False,False
Post1_GLCM_JointAverage,0,0,37.657496259019574,False,False
Post1_GLCM_JointVariance,0,0,952.7346195197429,False,False
Post1_GLCM_JointEntropyLog2,0,0,2.9862514037147125,False,False
Post1_GLCM_JointEntropyLog10,0,0,0.2706112900320696,False,False
Post1_GLCM_DifferenceAverage,0,0,4.13241028286734,False,False
Post1_GLCM_DifferenceVariance,0,0,91.80321551097094,False,False
Post1_GLCM_DifferenceEntropy,0,0,4.643956847367906,False,False
Post1_GLCM_SumAverage,0,0,150.62998501091357,False,False
Post1_GLCM_SumVariance,0,0,8952.085704139234,False,False
Post1_GLCM_SumEntropy,0,0,4.15360025071653,False,False
Post1_GLCM_AngularSecondMoment,0,0,0.005642018917149745,False,False
Post1_GLCM_Contrast,0,0,887.0497370680906,False,False
Post1_GLCM_Dissimilarity,0,0,4.13241028286734,False,False
Post1_GLCM_InverseDifference,0,0,0.019720591747447825,False,False
Post1_GLCM_NormalisedInverseDifference,0,0,0.0010420699090857724,False,False
Post1_GLCM_InverseDifferenceMoment,0,0,0.025795582524990538,False,False
Post1_GLCM_NormalisedInverseDifferenceMoment,0,0,0.0002959593834144205,False,False
Post1_GLCM_InverseVariance,0,0,0.009440352095692776,False,False
Post1_GLCM_Correlation,0,0,0.012987988549874454,False,False
Post1_GLCM_Autocorrelation,0,0,37517.36679680136,False,False
Post1_GLCM_ClusterTendency,0,0,8952.085704139234,False,False
Post1_GLCM_ClusterShade,0,0,966461.5104875478,False,False
Post1_GLCM_ClusterProminence,0,0,5516702315.940415,False,False
Post1_GLRLM_ShortRunsEmphasis,0,0,0.005902493154242753,False,False
Post1_GLRLM_LongRunsEmphasis,0,0,1.4937865407397903,False,False
Post1_GLRLM_LowGreyLevelRunEmphasis,0,0,0.014985082462506984,False,False
Post1_GLRLM_HighGreyLevelRunEmphasis,0,0,32450.700140548648,False,False
Post1_GLRLM_ShortRunLowGreyLevelEmphasis,0,0,0.005224786717898872,False,False
Post1_GLRLM_ShortRunHighGreyLevelEmphasis,0,0,28816.19132400436,False,False
Post1_GLRLM_LongRunLowGreyLevelEmphasis,0,0,1.0605649816647442,False,False
Post1_GLRLM_LongRunHighGreyLevelEmphasis,0,0,52566.124557972515,False,False
Post1_GLRLM_GreyLevelNonUniformity,0,0,780224.1698876678,False,False
Post1_GLRLM_RunLengthNonUniformity,0,0,69248495.97074567,False,False
Post1_GLRLM_RunPercentage,0,0,0.010097576758344466,False,False
Post1_GLRLM_GreyLevelVariance,0,0,1031.491365950175,False,False
Post1_GLRLM_RunLengthVariance,0,0,0.29215709803662326,False,False
Post1_GLRLM_RunEntropy,0,0,0.3509186210211467,False,False
Post1_NGTDM_Coarseness,0,0,0.00046210214325963163,False,False
Post1_NGTDM_Contrast,0,0,0.07456600142097275,False,False
Post1_NGTDM_Busyness,0,0,12.76651860650059,False,False
Post1_NGTDM_Complexity,0,0,839678.094873431,False,False
Post1_NGTDM_Strength,0,0,35.14880044711941,False,False
Post1_GLSZM_SmallZoneEmphasis,0,0,0.012400434635701087,False,False
Post1_GLSZM_LargeZoneEmphasis,0,0,139282303.2721085,False,False
Post1_GLSZM_LowGrayLevelZoneEmphasis,0,0,0.005378600174887998,False,False
Post1_GLSZM_HighGrayLevelZoneEmphasis,0,0,25223.782448270293,False,False
Post1_GLSZM_SmallZoneLowGreyLevelEmphasis,0,0,0.0001689651121972012,False,False
Post1_GLSZM_SmallZoneHighGreyLevelEmphasis,0,0,6286.696991534138,False,False
Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,0,0,28728449.550279576,False,False
Post1_GLSZM_LargeZoneHighGreyLevelEmphasis,0,0,2943347215050.3877,False,False
Post1_GLSZM_GreyLevelNonUniformity,0,0,3500.9108880988806,False,False
Post1_GLSZM_NormalisedGreyLevelNonUniformity,0,0,0.0038474514387346437,False,False
Post1_GLSZM_ZoneSizeNonUniformity,0,0,58610.773426605316,False,False
Post1_GLSZM_NormalisedZoneSizeNonUniformity,0,0,0.004564856437277514,False,False
Post1_GLSZM_ZonePercentage,0,0,0.02089560772328995,False,False
Post1_GLSZM_GreyLevelVariance,0,0,902.504272936625,False,False
Post1_GLSZM_ZoneSizeVariance,0,0,122854595.31549029,False,False
Post1_GLSZM_ZoneSizeEntropy,0,0,1.0377643776181842,False,False
Pre_Morph_Volume_cm3,0,0,227.92219212186862,False,False
Pre_Morph_ApproximateVolume_cm3,0,0,228.22459347584717,False,False
Pre_Morph_voxelsCounting_vx,0,0,228224593.47584715,False,False
Pre_Morph_SurfaceArea_cm2,0,0,539.1504235357112,False,False
Pre_Morph_SurfaceToVolumeRatio_cm,0,0,12.08530691183589,False,False
Pre_Morph_Compacity,0,0,10.383439204797641,False,False
Pre_Morph_Compactness1,0,0,2.4959191229249567e-05,False,False
Pre_Morph_Compactness2,0,0,0.013271532616666455,False,False
Pre_Morph_SphericalDisproportion,0,0,0.026586504597256765,False,False
Pre_Morph_Sphericity,0,0,0.005607850322749489,False,False
Pre_Morph_Asphericity,0,0,0.026586504597256762,False,False
Pre_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,0,0,23.403796993562484,False,False
