Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_Linear,ExtraTrees,0.7145432692307692,0.6069711538461537,0.10757211538461542,3.1164168443815234,0.001830633018895333,✓,✓,0.08237848585028998,✗
LogisticRegression,ExtraTrees,0.7166466346153846,0.6069711538461537,0.10967548076923084,2.9298392466564382,0.0033913739796643506,✓,✓,0.15261182908489576,✗
LogisticRegression,GradientBoosting,0.7166466346153846,0.60546875,0.11117788461538458,2.462337025679268,0.013803488996221998,✓,✗,0.6211570048299899,✗
SVM_Linear,GradientBoosting,0.7145432692307692,0.60546875,0.10907451923076916,2.3611710934421137,0.018217323687679674,✓,✗,0.8197795659455853,✗
SVM_RBF,ExtraTrees,0.6793870192307692,0.6069711538461537,0.07241586538461542,2.3444268139548394,0.019056350052136975,✓,✗,0.8575357523461639,✗
LogisticRegression,SVM_RBF,0.7166466346153846,0.6793870192307692,0.03725961538461542,2.0909166052856434,0.03653554029693547,✓,✗,1.0,✗
SVM_Linear,SVM_RBF,0.7145432692307692,0.6793870192307692,0.03515625,2.0298694374737805,0.04236981243814282,✓,✗,1.0,✗
LogisticRegression,XGBoost,0.7166466346153846,0.6358173076923077,0.08082932692307687,1.994794789423385,0.046065265903166196,✓,✗,1.0,✗
SVM_Linear,XGBoost,0.7145432692307692,0.6358173076923077,0.07872596153846145,1.8629585653359348,0.06246809601703972,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.6793870192307692,0.60546875,0.07391826923076916,1.7532693568150308,0.07955578281010907,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.7166466346153846,0.6514423076923077,0.06520432692307687,1.710178456232995,0.08723287826553767,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.7145432692307692,0.6514423076923077,0.06310096153846145,1.6201743691533403,0.10519482558576851,✗,✗,1.0,✗
LogisticRegression,KNN,0.7166466346153846,0.666015625,0.05063100961538458,1.558150694252312,0.119197529856577,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.6793870192307692,0.6069711538461537,0.07241586538461542,1.5578062737582061,0.11927917835701998,✗,✗,1.0,✗
KNN,ExtraTrees,0.666015625,0.6069711538461537,0.059044471153846256,1.5485832659403456,0.12148193119630761,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.6069711538461537,0.6709735576923077,-0.06400240384615397,-1.5367295070200173,0.12435956220094378,✗,✗,1.0,✗
ExtraTrees,RandomForest,0.6069711538461537,0.6514423076923077,-0.044471153846153966,-1.4639278836912488,0.14321365376538425,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.6793870192307692,0.60546875,0.07391826923076916,1.454386263787028,0.1458392460952171,✗,✗,1.0,✗
