Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
NaiveBayes vs ExtraTrees,NaiveBayes,ExtraTrees,0.7353104575163397,0.7066495487083723,0.028660908807967612,5.0,0.625,0.703125
NaiveBayes vs GradientBoosting,NaiveBayes,GradientBoosting,0.7353104575163397,0.6518362900715842,0.08347416744475566,4.0,0.4375,0.703125
NaiveBayes vs KNN,NaiveBayes,KNN,0.7353104575163397,0.6291230936819172,0.10618736383442262,1.0,0.125,0.375
NaiveBayes vs LightGBM,NaiveBayes,LightGBM,0.7353104575163397,0.6239620292561469,0.11134842826019294,1.0,0.125,0.375
NaiveBayes vs LogisticRegression,NaiveBayes,LogisticRegression,0.7353104575163397,0.7205298786181139,0.014780578898225904,5.0,0.625,0.703125
NaiveBayes vs RandomForest,NaiveBayes,RandomForest,0.7353104575163397,0.6488811079987551,0.08642934951758478,5.0,0.625,0.703125
NaiveBayes vs SVM_Linear,NaiveBayes,SVM_Linear,0.7353104575163397,0.7086663554310613,0.026644102085278544,5.0,0.625,0.703125
NaiveBayes vs SVM_RBF,NaiveBayes,SVM_RBF,0.7353104575163397,0.6368183940242764,0.09849206349206345,6.0,0.8125,0.8125
NaiveBayes vs XGBoost,NaiveBayes,XGBoost,0.7353104575163397,0.6423949579831932,0.09291549953314657,1.0,0.125,0.375
