fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.03970483329496214,0.8811413617128561
2,25,2,0.07786135445417827,0.7627606366351568
3,100,1,0.06549750379683224,0.7822221241125097
4,25,2,0.010131844303624045,0.7757279060334521
5,25,2,0.010131844303624045,0.7757279060334521
