fold,C,l1_ratio
1,0.3675257878593652,0.20920212211718958
2,0.18403439376954148,0.2740737470416992
3,0.00010444205893399793,0.12156912078311422
4,0.3675257878593652,0.20920212211718958
5,0.3675257878593652,0.20920212211718958
