All5_Tag,Dataset_A,Dataset_B,Dataset_C,Dataset_D,Dataset_E,Rows_After_Merge,N_Features_Total,Label_Counts,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Avg_Features,N_Unique_Selected_Features,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Std_PR_AUC,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Mean_Acc,Std_Acc,Pooled_Acc,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Std_Bal_Acc,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Mean_Prec,Std_Prec,Pooled_Prec,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Mean_Rec,Std_Rec,Pooled_Rec,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Std_F1,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Std_Specificity,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Final_Status,Result_Error
Pre_Post1_Post2_ADC_T2,Pre,Post1,Post2,ADC,T2,113,724,"{""0"": 50, ""1"": 63}",elasticnet_then_mrmr,auto,False,SVM_RBF,0.7469047619047618,0.1168582812586041,0.7238095238095238,0.8096604593213396,0.7923769751127538,0.6252777777777777,0.5947619047619048,0.7106158357771262,0.7034482758620689,12.4,38,0.7238095238095239,0.7109405591667319,0.6019240970957025,0.825194007180337,0.1387575172000073,0.5733121166414302,0.9067673298090057,0.6310364145658263,0.1030118414443304,0.6194690265486725,0.4869185310257493,0.7317335996635826,0.0761964283389318,0.5128595809792844,0.6782819952305246,0.6493006993006993,0.130681817585186,0.6219512195121951,0.4246575342465753,0.78,0.8403174603174601,0.1501946331117416,0.8095238095238095,0.6666666666666666,0.9178082191780822,0.0865253528269667,0.5378151260504201,0.8143823464182744,0.2159480495181722,0.2419215795328142,0.5348837209302325,0.2497380226779781,0.1554482373474353,0.1972575582355856,0.0252615911339064,0.3737009847025892,0.2202093111204571,0.1709318205393036,0.2779312196824838,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_5_concat_batch_smote_compare/Pre_Post1_Post2_ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,success,
