fold,n_estimators,max_depth,learning_rate,subsample
1,25,2,0.07786135445417827,0.7627606366351568
2,25,2,0.010131844303624045,0.7757279060334521
3,100,1,0.07772235382026987,0.8730704498200098
4,25,1,0.016584313263890035,0.9935871354122109
5,100,1,0.03970483329496214,0.8811413617128561
