,ExtraTrees,LightGBM,XGBoost,SVM_Linear,NaiveBayes,SVM_RBF,LogisticRegression
ExtraTrees,0.0,-0.7985520244440751,-0.9529214830910208,0.5958653848362625,1.555741473625084,2.218618224619225,3.7202933334050985
LightGBM,0.7985520244440751,0.0,0.05607394981636147,1.0778727825806271,1.8616352901724886,2.054592683340104,4.229397027281512
XGBoost,0.9529214830910208,-0.05607394981636147,0.0,1.2833110629943834,1.9709916944380863,2.456600155738151,4.350945893390791
SVM_Linear,-0.5958653848362625,-1.0778727825806271,-1.2833110629943834,0.0,1.175670703901706,2.273602058648092,3.6304200495465064
NaiveBayes,-1.555741473625084,-1.8616352901724886,-1.9709916944380863,-1.175670703901706,0.0,0.19833774857361094,2.5789188962651113
SVM_RBF,-2.218618224619225,-2.054592683340104,-2.456600155738151,-2.273602058648092,-0.19833774857361094,0.0,2.660365177758449
LogisticRegression,-3.7202933334050985,-4.229397027281512,-4.350945893390791,-3.6304200495465064,-2.5789188962651113,-2.660365177758449,0.0
