Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
RandomForest,LightGBM,0.599112426035503,0.5399408284023668,0.059171597633136175,1.720210190789363,0.08539424127687381,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.5997041420118343,0.5399408284023668,0.05976331360946752,1.5777057173626714,0.11463323221712425,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.632544378698225,0.5399408284023668,0.0926035502958582,1.5649025981525146,0.11760574940512074,✗,✗,1.0,✗
NaiveBayes,SVM_RBF,0.632544378698225,0.5718934911242604,0.06065088757396464,1.3963187497082798,0.16261853007370597,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.632544378698225,0.5538461538461539,0.07869822485207112,1.3394580325265175,0.18042160802203377,✗,✗,1.0,✗
NaiveBayes,KNN,0.632544378698225,0.5579881656804735,0.0745562130177515,1.2566345344684733,0.20888600356628273,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.632544378698225,0.567751479289941,0.06479289940828403,1.2244260625017347,0.2207915425303062,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.5931952662721893,0.5399408284023668,0.053254437869822535,1.2171246321116993,0.22355680010194035,✗,✗,1.0,✗
NaiveBayes,SVM_Linear,0.632544378698225,0.5807692307692307,0.05177514792899429,1.1996837111666776,0.23026220151720111,✗,✗,1.0,✗
GradientBoosting,ExtraTrees,0.5997041420118343,0.5538461538461539,0.04585798816568043,1.1505934686099895,0.24989952125893067,✗,✗,1.0,✗
RandomForest,ExtraTrees,0.599112426035503,0.5538461538461539,0.04526627218934909,1.0649641907830947,0.2868921347647603,✗,✗,1.0,✗
LogisticRegression,SVM_Linear,0.5931952662721893,0.5807692307692307,0.012426035502958621,1.0525257143340818,0.292558419183239,✗,✗,1.0,✗
RandomForest,KNN,0.599112426035503,0.5579881656804735,0.041124260355029474,0.9391946934289676,0.3476307930562368,✗,✗,1.0,✗
RandomForest,XGBoost,0.599112426035503,0.567751479289941,0.031360946745562,0.9292268747806333,0.35277152255111766,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.5807692307692307,0.5399408284023668,0.040828402366863914,0.9101958851759973,0.362719213833989,✗,✗,1.0,✗
