fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.7083333333333334,0.7759721558634602,0.5,0.5,0.6470588235294118,0.5,0.9166666666666666,16
2,0.7428571428571429,0.6961136371891521,0.5,0.5571428571428572,0.6,0.45,0.9,12
3,0.8888888888888888,0.9051858635191967,0.8235294117647058,0.8194444444444444,0.8421052631578947,0.8,0.8888888888888888,4
4,0.75,0.8599638854167841,0.5357142857142857,0.5944444444444444,0.5185185185185185,0.7777777777777778,0.3888888888888889,4
5,0.7023809523809523,0.8966743782533255,0.55,0.39285714285714285,0.7096774193548387,0.6470588235294118,0.7857142857142857,6
