Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
Morph_Compacity,Morph_Compacity,0.082733301248936,4
GLSZM_SmallZoneLowGreyLevelEmphasis,GLSZM_SmallZoneLowGreyLevelEmphasis,0.0735751876520285,2
GLSZM_HighGrayLevelZoneEmphasis,GLSZM_HighGrayLevelZoneEmphasis,0.06803359973004199,2
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.052873797413733624,4
NGTDM_Strength,NGTDM_Strength,0.0416004411297405,3
IH_IntensityHistogramMode_Intensity,IH_IntensityHistogramMode_Intensity,0.04026216635835476,2
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.03355475384657416,3
IH_MinimumHistogramGradientGreyLevel_Intensity,IH_MinimumHistogramGradientGreyLevel_Intensity,0.030457873879524772,3
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.027769513340415785,2
IH_IntensityHistogramCoefficientOfVariation_Intensity,IH_IntensityHistogramCoefficientOfVariation_Intensity,0.021530564608890905,2
GLSZM_GreyLevelNonUniformity,GLSZM_GreyLevelNonUniformity,0.015238694656482907,2
Morph_Maximum3DDiameter_mm,Morph_Maximum3DDiameter_mm,0.012058773149470648,2
