,SVM_RBF,ExtraTrees,NaiveBayes,LightGBM,XGBoost,SVM_Linear,LogisticRegression
SVM_RBF,0.0,0.4332246013569911,0.7894299049159013,1.1786574001193835,0.8850736734287067,2.1950854601533467,4.3021027170124455
ExtraTrees,-0.4332246013569911,0.0,0.40609686194921235,0.987697224723375,0.6151218514032263,0.8366743514162531,4.130197296442294
NaiveBayes,-0.7894299049159013,-0.40609686194921235,0.0,0.3745878251862737,0.05828548784898324,0.2251675439305107,3.7659800146567117
LightGBM,-1.1786574001193835,-0.987697224723375,-0.3745878251862737,0.0,-0.5461204823326498,-0.24960946061872558,3.2556765169511426
XGBoost,-0.8850736734287067,-0.6151218514032263,-0.05828548784898324,0.5461204823326498,0.0,0.16477972279327008,3.6006635184425333
SVM_Linear,-2.1950854601533467,-0.8366743514162531,-0.2251675439305107,0.24960946061872558,-0.16477972279327008,0.0,3.6610158963867576
LogisticRegression,-4.3021027170124455,-4.130197296442294,-3.7659800146567117,-3.2556765169511426,-3.6006635184425333,-3.6610158963867576,0.0
