,SVM_RBF,ExtraTrees,NaiveBayes,LightGBM,XGBoost,SVM_Linear,LogisticRegression
SVM_RBF,1.0,0.6648516079845868,0.4298607831328951,0.23853462516332646,0.37611689742081544,0.028157467999973654,1.6918484265011632e-05
ExtraTrees,0.6648516079845868,1.0,0.6846714313840139,0.3233009541038736,0.5384742523145043,0.4027756399901129,3.6245204581084674e-05
NaiveBayes,0.4298607831328951,0.6846714313840139,1.0,0.7079670289453455,0.953521226881707,0.8218489373304836,0.0001658970627169185
LightGBM,0.23853462516332646,0.3233009541038736,0.7079670289453455,1.0,0.5849831212421157,0.8028893816248966,0.0011312255452191223
XGBoost,0.37611689742081544,0.5384742523145043,0.953521226881707,0.5849831212421157,1.0,0.8691173647224784,0.00031740613298968914
SVM_Linear,0.028157467999973654,0.4027756399901129,0.8218489373304836,0.8028893816248966,0.8691173647224784,1.0,0.0002512171698258737
LogisticRegression,1.6918484265011632e-05,3.6245204581084674e-05,0.0001658970627169185,0.0011312255452191223,0.00031740613298968914,0.0002512171698258737,1.0
