Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
XGBoost,GradientBoosting,0.7160456730769231,0.5923978365384615,0.12364783653846168,3.7473045657393818,0.00017874500400869963,✓,✓,0.008043525180391484,✓
RandomForest,GradientBoosting,0.6980168269230769,0.5923978365384615,0.10561899038461542,3.035247045894957,0.00240338733827447,✓,✓,0.10815243022235115,✗
SVM_RBF,GradientBoosting,0.7133413461538463,0.5923978365384615,0.1209435096153848,2.6890748445579766,0.007165035254826267,✓,✓,0.32242658646718203,✗
LogisticRegression,GradientBoosting,0.6956129807692308,0.5923978365384615,0.10321514423076938,2.6170005145727107,0.008870620758046644,✓,✓,0.39917793411209895,✗
SVM_Linear,GradientBoosting,0.6941105769230769,0.5923978365384615,0.10171274038461542,2.5102119877699662,0.012065870366618155,✓,✗,0.542964166497817,✗
KNN,GradientBoosting,0.7016225961538463,0.5923978365384615,0.1092247596153848,2.393165967469901,0.01670368330839833,✓,✗,0.7516657488779249,✗
ExtraTrees,GradientBoosting,0.6802884615384615,0.5923978365384615,0.087890625,2.2592072014938442,0.0238704990774112,✓,✗,1.0,✗
LightGBM,XGBoost,0.6505408653846154,0.7160456730769231,-0.06550480769230771,-1.9688254895545703,0.04897313417370535,✓,✗,1.0,✗
NaiveBayes,GradientBoosting,0.6682692307692308,0.5923978365384615,0.07587139423076938,1.5670387666975278,0.11710563047109829,✗,✗,1.0,✗
LightGBM,GradientBoosting,0.6505408653846154,0.5923978365384615,0.058143028846153966,1.4134679596756192,0.15751817572964166,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.7133413461538463,0.6682692307692308,0.04507211538461542,1.3201064324297316,0.18679948545313685,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.7133413461538463,0.6505408653846154,0.06280048076923084,1.2862846537532295,0.198343736297089,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.7133413461538463,0.6802884615384615,0.0330528846153848,1.133987703472276,0.25679970603668956,✗,✗,1.0,✗
LightGBM,RandomForest,0.6505408653846154,0.6980168269230769,-0.04747596153846145,-1.101916303091307,0.2704980601850233,✗,✗,1.0,✗
LightGBM,LogisticRegression,0.6505408653846154,0.6956129807692308,-0.04507211538461542,-0.9852503872206511,0.3245010959215888,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6941105769230769,0.6505408653846154,0.04356971153846145,0.9553807590127233,0.3393851806311239,✗,✗,1.0,✗
SVM_RBF,SVM_Linear,0.7133413461538463,0.6941105769230769,0.019230769230769384,0.9385775333951218,0.34794769216138055,✗,✗,1.0,✗
XGBoost,NaiveBayes,0.7160456730769231,0.6682692307692308,0.04777644230769229,0.9241768032553987,0.35539427089625786,✗,✗,1.0,✗
KNN,LightGBM,0.7016225961538463,0.6505408653846154,0.05108173076923084,0.9217838451842824,0.3566413356087219,✗,✗,1.0,✗
XGBoost,ExtraTrees,0.7160456730769231,0.6802884615384615,0.035757211538461675,0.8996444906131458,0.36830947256757274,✗,✗,1.0,✗
KNN,NaiveBayes,0.7016225961538463,0.6682692307692308,0.03335336538461542,0.8051822937431218,0.4207144925336076,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.7133413461538463,0.6956129807692308,0.01772836538461542,0.8019665602603517,0.4225723019127041,✗,✗,1.0,✗
LogisticRegression,NaiveBayes,0.6956129807692308,0.6682692307692308,0.02734375,0.7384833994011515,0.46022075129453566,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.6941105769230769,0.6682692307692308,0.025841346153846034,0.6918966330377102,0.48900224522943436,✗,✗,1.0,✗
LightGBM,ExtraTrees,0.6505408653846154,0.6802884615384615,-0.029747596153846034,-0.689785600195342,0.49032902549272883,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.6980168269230769,0.6682692307692308,0.029747596153846034,0.6470420096114778,0.5176047551142924,✗,✗,1.0,✗
XGBoost,RandomForest,0.7160456730769231,0.6980168269230769,0.018028846153846256,0.6220934497069122,0.5338804218731154,✗,✗,1.0,✗
KNN,ExtraTrees,0.7016225961538463,0.6802884615384615,0.021334134615384803,0.6147943046492343,0.5386905710031815,✗,✗,1.0,✗
RandomForest,ExtraTrees,0.6980168269230769,0.6802884615384615,0.01772836538461542,0.5878434254112281,0.556637393129457,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.6941105769230769,0.7160456730769231,-0.021935096153846256,-0.5282868145775178,0.5973002818046069,✗,✗,1.0,✗
XGBoost,LogisticRegression,0.7160456730769231,0.6956129807692308,0.02043269230769229,0.5116223514004118,0.6089153393321909,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6956129807692308,0.6802884615384615,0.015324519230769384,0.45162119392530387,0.6515418991439931,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.6941105769230769,0.6802884615384615,0.013822115384615419,0.4310317379119561,0.6664452935600111,✗,✗,1.0,✗
SVM_RBF,KNN,0.7133413461538463,0.7016225961538463,0.01171875,0.40791338122143567,0.6833372683821886,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.7133413461538463,0.6980168269230769,0.015324519230769384,0.39553007122726486,0.6924517334024622,✗,✗,1.0,✗
LightGBM,NaiveBayes,0.6505408653846154,0.6682692307692308,-0.01772836538461542,-0.32211499813886874,0.7473655764663838,✗,✗,1.0,✗
KNN,XGBoost,0.7016225961538463,0.7160456730769231,-0.014423076923076872,-0.3056301520556124,0.7598862602936023,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.6682692307692308,0.6802884615384615,-0.012019230769230616,-0.28137196752605775,0.7784251166182325,✗,✗,1.0,✗
SVM_Linear,KNN,0.6941105769230769,0.7016225961538463,-0.0075120192307693845,-0.21688655461737877,0.8282967560779754,✗,✗,1.0,✗
KNN,LogisticRegression,0.7016225961538463,0.6956129807692308,0.006009615384615419,0.18007084684737631,0.8570969493167337,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.6941105769230769,0.6956129807692308,-0.0015024038461539657,-0.13823995471820402,0.8900507789177374,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.6941105769230769,0.6980168269230769,-0.00390625,-0.1017946548818193,0.9189196683985785,✗,✗,1.0,✗
KNN,RandomForest,0.7016225961538463,0.6980168269230769,0.0036057692307693845,0.09213226747941727,0.9265929517298029,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.6956129807692308,0.6980168269230769,-0.0024038461538460343,-0.06527194693811945,0.9479574778005422,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.7133413461538463,0.7160456730769231,-0.002704326923076872,-0.05902116812314314,0.9529352477762782,✗,✗,1.0,✗
