Metric,Value
ROC-AUC,0.7180473372781065
PR-AUC,0.7745549922590746
Balanced Acc.,0.6326923076923077
Sensitivity,0.7076923076923077
Specificity,0.5576923076923077
PPV,0.6666666666666666
NPV,0.6041666666666666
Kappa,0.2674418604651163
