Feature_Original,Feature_Index,Feature_Sanitized,MeanAbsSHAP,Selection_Count
GLCM_InverseDifferenceMoment,102,GLCM_InverseDifferenceMoment,0.06221811132416401,2
IH_MinimumHistogramGradientGreyLevel_Intensity,85,IH_MinimumHistogramGradientGreyLevel_Intensity,0.046934178567800106,4
Morph_Compactness2,7,Morph_Compactness2,0.04049317355256905,3
IH_IntensityHistogramMode_Intensity,69,IH_IntensityHistogramMode_Intensity,0.03647511043178205,3
Morph_Compactness1,6,Morph_Compactness1,0.03636630090872723,3
Morph_Sphericity,9,Morph_Sphericity,0.03473420716823001,5
IB_50thIntensityPercentile,40,IB_50thIntensityPercentile,6.731858589086868e-18,2
