Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Morph_Sphericity,5,1.0,True
IH_MinimumHistogramGradientGreyLevel_Intensity,4,0.8,True
Morph_Compactness2,3,0.6,True
IH_IntensityHistogramMode_Intensity,3,0.6,True
Morph_Compactness1,3,0.6,True
GLCM_InverseDifferenceMoment,2,0.4,True
IB_50thIntensityPercentile,2,0.4,True
GLCM_Autocorrelation,1,0.2,False
GLCM_JointAverage,1,0.2,False
GLCM_SumAverage,1,0.2,False
GLRLM_RunPercentage,1,0.2,False
GLCM_InverseVariance,1,0.2,False
GLSZM_LargeZoneEmphasis,1,0.2,False
IB_75thIntensityPercentile,1,0.2,False
GLRLM_ShortRunHighGreyLevelEmphasis,1,0.2,False
