Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
ADC_IB_MedianIntensity,ADC_IB_MedianIntensity,0.06083749527799056,4
ADC_IH_IntensityHistogramMedian_Intensity,ADC_IH_IntensityHistogramMedian_Intensity,0.06004783926577707,5
Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Pre_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.049072478890264996,2
Pre_GLCM_ClusterProminence,Pre_GLCM_ClusterProminence,0.039742213216939604,2
Pre_Morph_Compactness1,Pre_Morph_Compactness1,0.03801946002564535,5
Pre_Morph_Sphericity,Pre_Morph_Sphericity,0.03795114736691412,5
ADC_IH_IntensityHistogramMaximumGreyLevel_Intensity,ADC_IH_IntensityHistogramMaximumGreyLevel_Intensity,0.036722427228913515,3
Pre_Morph_Compactness2,Pre_Morph_Compactness2,0.03630142959828903,5
Pre_IB_IntensitySkewness,Pre_IB_IntensitySkewness,0.02583855064104496,3
Pre_IH_IntensityHistogramSkewness_Intensity,Pre_IH_IntensityHistogramSkewness_Intensity,0.024745413504930317,2
ADC_GLSZM_SmallZoneEmphasis,ADC_GLSZM_SmallZoneEmphasis,0.01949315111685183,2
ADC_IB_IntensityBasedCoefficientOfVariation,ADC_IB_IntensityBasedCoefficientOfVariation,0.015109624350807888,4
ADC_IB_IntensityInterquartileRange,ADC_IB_IntensityInterquartileRange,0.015092766726655662,4
ADC_IH_IntensityHistogramMode_Intensity,ADC_IH_IntensityHistogramMode_Intensity,0.003376852820130524,4
ADC_IB_AreaUnderCurveCIVH,ADC_IB_AreaUnderCurveCIVH,0.0033340728614288193,4
ADC_IB_IntensityBasedMedianAbsoluteDeviation,ADC_IB_IntensityBasedMedianAbsoluteDeviation,3.753902724287679e-12,4
ADC_IB_50thIntensityPercentile,ADC_IB_50thIntensityPercentile,2.976095136767069e-12,3
ADC_IB_MaximumIntensity,ADC_IB_MaximumIntensity,2.4686090492350427e-12,4
ADC_IB_IntensityBasedMeanAbsoluteDeviation,ADC_IB_IntensityBasedMeanAbsoluteDeviation,2.1990835189516335e-12,4
ADC_IB_10thIntensityPercentile,ADC_IB_10thIntensityPercentile,1.537731376753482e-12,2
Pre_Morph_Volume_cm3,Pre_Morph_Volume_cm3,9.751846459535798e-13,2
ADC_IB_IntensityBasedRobustMeanAbsoluteDeviation,ADC_IB_IntensityBasedRobustMeanAbsoluteDeviation,8.878438698393355e-14,3
