,SVM_RBF,LightGBM,SVM_Linear,ExtraTrees,NaiveBayes,XGBoost,LogisticRegression
SVM_RBF,0.0,0.8735259297283234,1.980451329136449,1.1006896483489943,3.7320511815608066,3.138443844277613,2.594971773627008
LightGBM,-0.8735259297283234,0.0,0.0028281262081742715,-0.30361278282104304,2.104580530686303,2.5161835941332487,2.0676933824779717
SVM_Linear,-1.980451329136449,-0.0028281262081742715,0.0,-0.41546536030586295,2.6499985684382907,2.145971905156187,2.0368253518269044
ExtraTrees,-1.1006896483489943,0.30361278282104304,0.41546536030586295,0.0,2.9093434236167797,2.6633021667927474,2.1446037611750017
NaiveBayes,-3.7320511815608066,-2.104580530686303,-2.6499985684382907,-2.9093434236167797,0.0,-0.5339407153495294,0.3393282358558594
XGBoost,-3.138443844277613,-2.5161835941332487,-2.145971905156187,-2.6633021667927474,0.5339407153495294,0.0,0.721405490110432
LogisticRegression,-2.594971773627008,-2.0676933824779717,-2.0368253518269044,-2.1446037611750017,-0.3393282358558594,-0.721405490110432,0.0
