Model,FS_METHOD,N_Outer_Folds,Mean_Selected_Features,Std_Selected_Features,Min_Selected_Features,Max_Selected_Features,Selected_Features_Per_Fold
LogisticRegression,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
SVM_RBF,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
SVM_Linear,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
RandomForest,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
GradientBoosting,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
ExtraTrees,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
KNN,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
NaiveBayes,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
XGBoost,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
LightGBM,corr_mrmr,5,9.2,5.019960159204453,4,14,"[np.int64(14), np.int64(14), np.int64(4), np.int64(10), np.int64(4)]"
